:START_ID,need_score,:END_ID,:TYPE
m1,615,y3,NEED_SCORE
m2,660,y3,NEED_SCORE
m3,629,y3,NEED_SCORE
m4,673,y3,NEED_SCORE
m5,637,y3,NEED_SCORE
m6,612,y3,NEED_SCORE
m7,617,y3,NEED_SCORE
m8,651,y3,NEED_SCORE
m9,640,y3,NEED_SCORE
m10,639,y3,NEED_SCORE
m11,596,y3,NEED_SCORE
m12,693,y3,NEED_SCORE
m13,636,y3,NEED_SCORE
m14,653,y3,NEED_SCORE
m15,647,y3,NEED_SCORE
m16,662,y3,NEED_SCORE
m17,636,y3,NEED_SCORE
m18,670,y3,NEED_SCORE
m19,669,y3,NEED_SCORE
m20,672,y3,NEED_SCORE
m21,644,y3,NEED_SCORE
m22,824,y3,NEED_SCORE
m23,770,y3,NEED_SCORE
m24,689,y3,NEED_SCORE
m25,651,y3,NEED_SCORE
m26,670,y3,NEED_SCORE
m27,644,y3,NEED_SCORE
m28,669,y3,NEED_SCORE
m29,620,y3,NEED_SCORE
m30,675,y3,NEED_SCORE
m31,660,y3,NEED_SCORE
m32,610,y3,NEED_SCORE
m33,632,y3,NEED_SCORE
m34,669,y3,NEED_SCORE
m35,654,y3,NEED_SCORE
m36,673,y3,NEED_SCORE
m37,657,y3,NEED_SCORE
m38,695,y3,NEED_SCORE
m39,668,y3,NEED_SCORE
m40,676,y3,NEED_SCORE
m41,655,y3,NEED_SCORE
m42,663,y3,NEED_SCORE
m43,645,y3,NEED_SCORE
m44,711,y3,NEED_SCORE
m45,646,y3,NEED_SCORE
m46,683,y3,NEED_SCORE
m47,671,y3,NEED_SCORE
m48,697,y3,NEED_SCORE
m49,677,y3,NEED_SCORE
m50,681,y3,NEED_SCORE
m51,673,y3,NEED_SCORE
m52,698,y3,NEED_SCORE
m53,656,y3,NEED_SCORE
m54,679,y3,NEED_SCORE
m55,658,y3,NEED_SCORE
m56,421,y3,NEED_SCORE
m57,411,y3,NEED_SCORE
m58,707,y3,NEED_SCORE
m59,666,y3,NEED_SCORE
m60,644,y3,NEED_SCORE
m61,673,y3,NEED_SCORE
m62,661,y3,NEED_SCORE
m63,876,y3,NEED_SCORE
m64,875,y3,NEED_SCORE
m65,653,y3,NEED_SCORE
m66,640,y3,NEED_SCORE
m67,685,y3,NEED_SCORE
m68,646,y3,NEED_SCORE
m69,685,y3,NEED_SCORE
m70,655,y3,NEED_SCORE
m71,655,y3,NEED_SCORE
m72,668,y3,NEED_SCORE
m73,680,y3,NEED_SCORE
m74,657,y3,NEED_SCORE
m75,709,y3,NEED_SCORE
m76,694,y3,NEED_SCORE
m77,692,y3,NEED_SCORE
m78,684,y3,NEED_SCORE
m79,686,y3,NEED_SCORE
m80,659,y3,NEED_SCORE
m81,684,y3,NEED_SCORE
m82,662,y3,NEED_SCORE
m83,694,y3,NEED_SCORE
m84,674,y3,NEED_SCORE
m85,705,y3,NEED_SCORE
m86,666,y3,NEED_SCORE
m87,681,y3,NEED_SCORE
m88,661,y3,NEED_SCORE
m89,682,y3,NEED_SCORE
m90,684,y3,NEED_SCORE
m91,674,y3,NEED_SCORE
m92,662,y3,NEED_SCORE
m93,683,y3,NEED_SCORE
m94,669,y3,NEED_SCORE
m95,670,y3,NEED_SCORE
m96,651,y3,NEED_SCORE
m97,697,y3,NEED_SCORE
m98,681,y3,NEED_SCORE
m99,669,y3,NEED_SCORE
m100,650,y3,NEED_SCORE
m101,683,y3,NEED_SCORE
m102,658,y3,NEED_SCORE
m103,610,y2,NEED_SCORE
m104,611,y2,NEED_SCORE
m105,656,y2,NEED_SCORE
m106,690,y2,NEED_SCORE
m107,661,y2,NEED_SCORE
m108,684,y2,NEED_SCORE
m109,666,y2,NEED_SCORE
m110,680,y2,NEED_SCORE
m111,700,y2,NEED_SCORE
m112,414,y2,NEED_SCORE
m113,413,y2,NEED_SCORE
m114,687,y2,NEED_SCORE
m115,685,y2,NEED_SCORE
m116,617,y2,NEED_SCORE
m117,637,y2,NEED_SCORE
m118,643,y2,NEED_SCORE
m119,694,y2,NEED_SCORE
m120,698,y2,NEED_SCORE
m121,704,y2,NEED_SCORE
m122,650,y2,NEED_SCORE
m123,675,y2,NEED_SCORE
m124,670,y2,NEED_SCORE
m125,688,y2,NEED_SCORE
m126,676,y2,NEED_SCORE
m127,693,y2,NEED_SCORE
m128,664,y2,NEED_SCORE
m129,688,y2,NEED_SCORE
m130,873,y2,NEED_SCORE
m131,870,y2,NEED_SCORE
m132,667,y2,NEED_SCORE
m133,684,y2,NEED_SCORE
m134,638,y2,NEED_SCORE
m135,679,y2,NEED_SCORE
m136,649,y2,NEED_SCORE
m137,687,y2,NEED_SCORE
m138,653,y2,NEED_SCORE
m139,667,y2,NEED_SCORE
m140,703,y2,NEED_SCORE
m141,684,y2,NEED_SCORE
m142,684,y2,NEED_SCORE
m143,693,y2,NEED_SCORE
m144,689,y2,NEED_SCORE
m145,703,y2,NEED_SCORE
m146,649,y2,NEED_SCORE
m147,679,y2,NEED_SCORE
m148,668,y2,NEED_SCORE
m149,691,y2,NEED_SCORE
m150,679,y2,NEED_SCORE
m151,696,y2,NEED_SCORE
m152,673,y2,NEED_SCORE
m153,690,y2,NEED_SCORE
m154,628,y2,NEED_SCORE
m155,674,y2,NEED_SCORE
m156,670,y2,NEED_SCORE
m157,688,y2,NEED_SCORE
m158,684,y2,NEED_SCORE
m159,693,y2,NEED_SCORE
m160,657,y2,NEED_SCORE
m161,688,y2,NEED_SCORE
m162,570,y2,NEED_SCORE
m163,532,y2,NEED_SCORE
m164,630,y2,NEED_SCORE
m165,650,y2,NEED_SCORE
m166,599,y2,NEED_SCORE
m167,608,y2,NEED_SCORE
m168,606,y2,NEED_SCORE
m169,660,y2,NEED_SCORE
m170,655,y2,NEED_SCORE
m171,677,y2,NEED_SCORE
m172,621,y2,NEED_SCORE
m173,648,y2,NEED_SCORE
m174,626,y2,NEED_SCORE
m175,666,y2,NEED_SCORE
m176,690,y2,NEED_SCORE
m177,674,y2,NEED_SCORE
m178,631,y2,NEED_SCORE
m179,688,y2,NEED_SCORE
m180,663,y2,NEED_SCORE
m181,686,y2,NEED_SCORE
m182,593,y2,NEED_SCORE
m183,655,y2,NEED_SCORE
m184,657,y2,NEED_SCORE
m185,679,y2,NEED_SCORE
m186,669,y2,NEED_SCORE
m187,688,y2,NEED_SCORE
m188,675,y2,NEED_SCORE
m189,682,y2,NEED_SCORE
m190,771,y2,NEED_SCORE
m191,784,y2,NEED_SCORE
m192,627,y2,NEED_SCORE
m193,671,y2,NEED_SCORE
m194,648,y2,NEED_SCORE
m195,681,y2,NEED_SCORE
m196,648,y2,NEED_SCORE
m197,679,y2,NEED_SCORE
m198,651,y2,NEED_SCORE
m199,664,y2,NEED_SCORE
m200,665,y2,NEED_SCORE
m201,679,y2,NEED_SCORE
m202,670,y1,NEED_SCORE
m203,648,y1,NEED_SCORE
m204,671,y1,NEED_SCORE
m205,668,y1,NEED_SCORE
m206,649,y1,NEED_SCORE
m207,637,y1,NEED_SCORE
m208,659,y1,NEED_SCORE
m209,627,y1,NEED_SCORE
m210,668,y1,NEED_SCORE
m211,647,y1,NEED_SCORE
m212,659,y1,NEED_SCORE
m213,681,y1,NEED_SCORE
m214,669,y1,NEED_SCORE
m215,708,y1,NEED_SCORE
m216,873,y1,NEED_SCORE
m217,860,y1,NEED_SCORE
m218,691,y1,NEED_SCORE
m219,669,y1,NEED_SCORE
m220,673,y1,NEED_SCORE
m221,662,y1,NEED_SCORE
m222,678,y1,NEED_SCORE
m223,636,y1,NEED_SCORE
m224,678,y1,NEED_SCORE
m225,662,y1,NEED_SCORE
m226,675,y1,NEED_SCORE
m227,669,y1,NEED_SCORE
m228,689,y1,NEED_SCORE
m229,670,y1,NEED_SCORE
m230,413,y1,NEED_SCORE
m231,419,y1,NEED_SCORE
m232,672,y1,NEED_SCORE
m233,650,y1,NEED_SCORE
m234,682,y1,NEED_SCORE
m235,645,y1,NEED_SCORE
m236,678,y1,NEED_SCORE
m237,627,y1,NEED_SCORE
m238,654,y1,NEED_SCORE
m239,666,y1,NEED_SCORE
m240,634,y1,NEED_SCORE
m241,613,y1,NEED_SCORE
m242,684,y1,NEED_SCORE
m243,662,y1,NEED_SCORE
m244,646,y1,NEED_SCORE
m245,645,y1,NEED_SCORE
m246,697,y1,NEED_SCORE
m247,670,y1,NEED_SCORE
m248,603,y1,NEED_SCORE
m249,605,y1,NEED_SCORE
m250,687,y1,NEED_SCORE
m251,652,y1,NEED_SCORE
m252,685,y1,NEED_SCORE
m253,665,y1,NEED_SCORE
m254,665,y1,NEED_SCORE
m255,650,y1,NEED_SCORE
m256,690,y1,NEED_SCORE
m257,683,y1,NEED_SCORE
m258,698,y1,NEED_SCORE
m259,700,y1,NEED_SCORE
m260,691,y1,NEED_SCORE
m261,663,y1,NEED_SCORE
m262,603,y1,NEED_SCORE
m263,605,y1,NEED_SCORE
m264,605,y1,NEED_SCORE
m265,655,y1,NEED_SCORE
m266,623,y1,NEED_SCORE
m267,641,y1,NEED_SCORE
m268,603,y1,NEED_SCORE
m269,596,y1,NEED_SCORE
m270,614,y1,NEED_SCORE
m271,649,y1,NEED_SCORE
m272,675,y1,NEED_SCORE
m273,808,y1,NEED_SCORE
m274,781,y1,NEED_SCORE
m275,666,y1,NEED_SCORE
m276,631,y1,NEED_SCORE
m277,659,y1,NEED_SCORE
m278,649,y1,NEED_SCORE
m279,657,y1,NEED_SCORE
m280,666,y1,NEED_SCORE
m281,656,y1,NEED_SCORE
m282,672,y1,NEED_SCORE
m283,644,y1,NEED_SCORE
m284,662,y1,NEED_SCORE
m285,644,y1,NEED_SCORE
m286,668,y1,NEED_SCORE
m287,611,y1,NEED_SCORE
m288,645,y1,NEED_SCORE
m289,642,y1,NEED_SCORE
m290,608,y1,NEED_SCORE
m291,573,y1,NEED_SCORE
m292,676,y1,NEED_SCORE
m293,643,y1,NEED_SCORE
m294,658,y1,NEED_SCORE
m295,621,y1,NEED_SCORE
m296,501,y1,NEED_SCORE
m297,539,y1,NEED_SCORE
m298,632,y1,NEED_SCORE
m299,622,y1,NEED_SCORE
m300,672,y1,NEED_SCORE
m301,652,y1,NEED_SCORE
m302,681,y1,NEED_SCORE
m303,647,y1,NEED_SCORE
m304,665,y3,NEED_SCORE
m305,680,y3,NEED_SCORE
m306,649,y3,NEED_SCORE
m307,701,y3,NEED_SCORE
m308,674,y3,NEED_SCORE
m309,696,y3,NEED_SCORE
m310,632,y3,NEED_SCORE
m311,665,y3,NEED_SCORE
m312,663,y3,NEED_SCORE
m313,681,y3,NEED_SCORE
m314,661,y3,NEED_SCORE
m315,688,y3,NEED_SCORE
m316,645,y3,NEED_SCORE
m317,685,y3,NEED_SCORE
m318,644,y3,NEED_SCORE
m319,688,y3,NEED_SCORE
m320,409,y3,NEED_SCORE
m321,424,y3,NEED_SCORE
m322,655,y3,NEED_SCORE
m323,687,y3,NEED_SCORE
m324,652,y3,NEED_SCORE
m325,675,y3,NEED_SCORE
m326,648,y3,NEED_SCORE
m327,682,y3,NEED_SCORE
m328,650,y3,NEED_SCORE
m329,687,y3,NEED_SCORE
m330,648,y3,NEED_SCORE
m331,684,y3,NEED_SCORE
m332,652,y3,NEED_SCORE
m333,688,y3,NEED_SCORE
m334,659,y3,NEED_SCORE
m335,678,y3,NEED_SCORE
m336,652,y3,NEED_SCORE
m337,679,y3,NEED_SCORE
m338,657,y3,NEED_SCORE
m339,699,y3,NEED_SCORE
m340,878,y3,NEED_SCORE
m341,872,y3,NEED_SCORE
m342,661,y3,NEED_SCORE
m343,696,y3,NEED_SCORE
m344,658,y3,NEED_SCORE
m345,706,y3,NEED_SCORE
m346,679,y3,NEED_SCORE
m347,681,y3,NEED_SCORE
m348,685,y3,NEED_SCORE
m349,711,y3,NEED_SCORE
m350,677,y3,NEED_SCORE
m351,699,y3,NEED_SCORE
m352,646,y3,NEED_SCORE
m353,670,y3,NEED_SCORE
m354,633,y3,NEED_SCORE
m355,653,y3,NEED_SCORE
m356,661,y3,NEED_SCORE
m357,658,y3,NEED_SCORE
m358,645,y3,NEED_SCORE
m359,673,y3,NEED_SCORE
m360,679,y2,NEED_SCORE
m361,686,y2,NEED_SCORE
m362,672,y2,NEED_SCORE
m363,692,y2,NEED_SCORE
m364,691,y2,NEED_SCORE
m365,707,y2,NEED_SCORE
m366,644,y2,NEED_SCORE
m367,677,y2,NEED_SCORE
m368,641,y2,NEED_SCORE
m369,684,y2,NEED_SCORE
m370,646,y2,NEED_SCORE
m371,690,y2,NEED_SCORE
m372,646,y2,NEED_SCORE
m373,692,y2,NEED_SCORE
m374,633,y2,NEED_SCORE
m375,682,y2,NEED_SCORE
m376,408,y2,NEED_SCORE
m377,413,y2,NEED_SCORE
m378,664,y2,NEED_SCORE
m379,694,y2,NEED_SCORE
m380,663,y2,NEED_SCORE
m381,686,y2,NEED_SCORE
m382,660,y2,NEED_SCORE
m383,689,y2,NEED_SCORE
m384,663,y2,NEED_SCORE
m385,691,y2,NEED_SCORE
m386,666,y2,NEED_SCORE
m387,687,y2,NEED_SCORE
m388,672,y2,NEED_SCORE
m389,695,y2,NEED_SCORE
m390,679,y2,NEED_SCORE
m391,694,y2,NEED_SCORE
m392,654,y2,NEED_SCORE
m393,679,y2,NEED_SCORE
m394,654,y2,NEED_SCORE
m395,683,y2,NEED_SCORE
m396,885,y2,NEED_SCORE
m397,866,y2,NEED_SCORE
m398,634,y2,NEED_SCORE
m399,695,y2,NEED_SCORE
m400,642,y2,NEED_SCORE
m401,690,y2,NEED_SCORE
m402,695,y2,NEED_SCORE
m403,684,y2,NEED_SCORE
m404,684,y2,NEED_SCORE
m405,705,y2,NEED_SCORE
m406,663,y2,NEED_SCORE
m407,699,y2,NEED_SCORE
m408,623,y2,NEED_SCORE
m409,674,y2,NEED_SCORE
m410,619,y2,NEED_SCORE
m411,651,y2,NEED_SCORE
m412,650,y2,NEED_SCORE
m413,665,y2,NEED_SCORE
m414,639,y2,NEED_SCORE
m415,680,y2,NEED_SCORE
m416,673,y2,NEED_SCORE
m417,689,y2,NEED_SCORE
m418,660,y1,NEED_SCORE
m419,671,y1,NEED_SCORE
m420,650,y1,NEED_SCORE
m421,682,y1,NEED_SCORE
m422,664,y1,NEED_SCORE
m423,693,y1,NEED_SCORE
m424,621,y1,NEED_SCORE
m425,646,y1,NEED_SCORE
m426,621,y1,NEED_SCORE
m427,677,y1,NEED_SCORE
m428,638,y1,NEED_SCORE
m429,682,y1,NEED_SCORE
m430,640,y1,NEED_SCORE
m431,670,y1,NEED_SCORE
m432,633,y1,NEED_SCORE
m433,680,y1,NEED_SCORE
m434,405,y1,NEED_SCORE
m435,415,y1,NEED_SCORE
m436,643,y1,NEED_SCORE
m437,677,y1,NEED_SCORE
m438,627,y1,NEED_SCORE
m439,651,y1,NEED_SCORE
m440,648,y1,NEED_SCORE
m441,673,y1,NEED_SCORE
m442,647,y1,NEED_SCORE
m443,689,y1,NEED_SCORE
m444,647,y1,NEED_SCORE
m445,672,y1,NEED_SCORE
m446,658,y1,NEED_SCORE
m447,684,y1,NEED_SCORE
m448,666,y1,NEED_SCORE
m449,674,y1,NEED_SCORE
m450,640,y1,NEED_SCORE
m451,671,y1,NEED_SCORE
m452,658,y1,NEED_SCORE
m453,670,y1,NEED_SCORE
m454,881,y1,NEED_SCORE
m455,865,y1,NEED_SCORE
m456,646,y1,NEED_SCORE
m457,689,y1,NEED_SCORE
m458,650,y1,NEED_SCORE
m459,688,y1,NEED_SCORE
m460,683,y1,NEED_SCORE
m461,669,y1,NEED_SCORE
m462,676,y1,NEED_SCORE
m463,690,y1,NEED_SCORE
m464,668,y1,NEED_SCORE
m465,699,y1,NEED_SCORE
m466,626,y1,NEED_SCORE
m467,660,y1,NEED_SCORE
m468,608,y1,NEED_SCORE
m469,639,y1,NEED_SCORE
m470,645,y1,NEED_SCORE
m471,650,y1,NEED_SCORE
m472,631,y1,NEED_SCORE
m473,669,y1,NEED_SCORE
m474,630,y1,NEED_SCORE
m475,665,y1,NEED_SCORE
m476,666,y3,NEED_SCORE
m477,649,y3,NEED_SCORE
m478,673,y3,NEED_SCORE
m479,651,y3,NEED_SCORE
m480,675,y3,NEED_SCORE
m481,658,y3,NEED_SCORE
m482,672,y3,NEED_SCORE
m483,652,y3,NEED_SCORE
m484,671,y3,NEED_SCORE
m485,653,y3,NEED_SCORE
m486,676,y3,NEED_SCORE
m487,654,y3,NEED_SCORE
m488,674,y3,NEED_SCORE
m489,654,y3,NEED_SCORE
m490,673,y3,NEED_SCORE
m491,671,y3,NEED_SCORE
m492,651,y3,NEED_SCORE
m493,652,y3,NEED_SCORE
m494,671,y3,NEED_SCORE
m495,651,y3,NEED_SCORE
m496,673,y3,NEED_SCORE
m497,654,y3,NEED_SCORE
m498,676,y3,NEED_SCORE
m499,656,y3,NEED_SCORE
m500,648,y3,NEED_SCORE
m501,639,y3,NEED_SCORE
m502,648,y3,NEED_SCORE
m503,626,y3,NEED_SCORE
m504,648,y3,NEED_SCORE
m505,627,y3,NEED_SCORE
m506,614,y3,NEED_SCORE
m507,585,y3,NEED_SCORE
m508,617,y3,NEED_SCORE
m509,634,y3,NEED_SCORE
m510,690,y3,NEED_SCORE
m511,647,y3,NEED_SCORE
m512,690,y3,NEED_SCORE
m513,638,y3,NEED_SCORE
m514,687,y3,NEED_SCORE
m515,640,y3,NEED_SCORE
m516,692,y3,NEED_SCORE
m517,638,y3,NEED_SCORE
m518,692,y3,NEED_SCORE
m519,647,y3,NEED_SCORE
m520,689,y3,NEED_SCORE
m521,687,y3,NEED_SCORE
m522,637,y3,NEED_SCORE
m523,637,y3,NEED_SCORE
m524,688,y3,NEED_SCORE
m525,640,y3,NEED_SCORE
m526,669,y3,NEED_SCORE
m527,622,y3,NEED_SCORE
m528,613,y3,NEED_SCORE
m529,672,y3,NEED_SCORE
m530,663,y3,NEED_SCORE
m531,685,y3,NEED_SCORE
m532,669,y3,NEED_SCORE
m533,684,y3,NEED_SCORE
m534,671,y3,NEED_SCORE
m535,680,y3,NEED_SCORE
m536,667,y3,NEED_SCORE
m537,667,y3,NEED_SCORE
m538,690,y3,NEED_SCORE
m539,672,y3,NEED_SCORE
m540,687,y3,NEED_SCORE
m541,669,y3,NEED_SCORE
m542,679,y3,NEED_SCORE
m543,679,y3,NEED_SCORE
m544,666,y3,NEED_SCORE
m545,668,y3,NEED_SCORE
m546,679,y3,NEED_SCORE
m547,667,y3,NEED_SCORE
m548,679,y3,NEED_SCORE
m549,669,y3,NEED_SCORE
m550,665,y3,NEED_SCORE
m551,652,y3,NEED_SCORE
m552,662,y3,NEED_SCORE
m553,660,y3,NEED_SCORE
m554,650,y3,NEED_SCORE
m555,648,y3,NEED_SCORE
m556,641,y3,NEED_SCORE
m557,636,y3,NEED_SCORE
m558,643,y3,NEED_SCORE
m559,644,y3,NEED_SCORE
m560,559,y3,NEED_SCORE
m561,586,y3,NEED_SCORE
m562,606,y3,NEED_SCORE
m563,624,y3,NEED_SCORE
m564,655,y3,NEED_SCORE
m565,628,y3,NEED_SCORE
m566,647,y3,NEED_SCORE
m567,625,y3,NEED_SCORE
m568,624,y3,NEED_SCORE
m569,659,y3,NEED_SCORE
m570,628,y3,NEED_SCORE
m571,652,y3,NEED_SCORE
m572,628,y3,NEED_SCORE
m573,646,y3,NEED_SCORE
m574,622,y3,NEED_SCORE
m575,623,y3,NEED_SCORE
m576,645,y3,NEED_SCORE
m577,623,y3,NEED_SCORE
m578,647,y3,NEED_SCORE
m579,624,y3,NEED_SCORE
m580,610,y3,NEED_SCORE
m581,594,y3,NEED_SCORE
m582,631,y3,NEED_SCORE
m583,591,y3,NEED_SCORE
m584,619,y3,NEED_SCORE
m585,591,y3,NEED_SCORE
m586,605,y3,NEED_SCORE
m587,590,y3,NEED_SCORE
m588,609,y3,NEED_SCORE
m589,592,y3,NEED_SCORE
m590,673,y3,NEED_SCORE
m591,651,y3,NEED_SCORE
m592,677,y3,NEED_SCORE
m593,652,y3,NEED_SCORE
m594,665,y3,NEED_SCORE
m595,652,y3,NEED_SCORE
m596,666,y3,NEED_SCORE
m597,649,y3,NEED_SCORE
m598,665,y3,NEED_SCORE
m599,648,y3,NEED_SCORE
m600,668,y3,NEED_SCORE
m601,651,y3,NEED_SCORE
m602,623,y3,NEED_SCORE
m603,653,y3,NEED_SCORE
m604,644,y3,NEED_SCORE
m605,621,y3,NEED_SCORE
m606,634,y3,NEED_SCORE
m607,643,y3,NEED_SCORE
m608,640,y3,NEED_SCORE
m609,659,y3,NEED_SCORE
m610,650,y3,NEED_SCORE
m611,683,y3,NEED_SCORE
m612,657,y3,NEED_SCORE
m613,675,y3,NEED_SCORE
m614,654,y3,NEED_SCORE
m615,653,y3,NEED_SCORE
m616,682,y3,NEED_SCORE
m617,654,y3,NEED_SCORE
m618,679,y3,NEED_SCORE
m619,658,y3,NEED_SCORE
m620,672,y3,NEED_SCORE
m621,654,y3,NEED_SCORE
m622,653,y3,NEED_SCORE
m623,652,y3,NEED_SCORE
m624,673,y3,NEED_SCORE
m625,655,y3,NEED_SCORE
m626,633,y3,NEED_SCORE
m627,649,y3,NEED_SCORE
m628,634,y3,NEED_SCORE
m629,648,y3,NEED_SCORE
m630,635,y3,NEED_SCORE
m631,606,y3,NEED_SCORE
m632,614,y3,NEED_SCORE
m633,659,y3,NEED_SCORE
m634,632,y3,NEED_SCORE
m635,667,y3,NEED_SCORE
m636,629,y3,NEED_SCORE
m637,673,y3,NEED_SCORE
m638,641,y3,NEED_SCORE
m639,669,y3,NEED_SCORE
m640,634,y3,NEED_SCORE
m641,631,y3,NEED_SCORE
m642,671,y3,NEED_SCORE
m643,637,y3,NEED_SCORE
m644,670,y3,NEED_SCORE
m645,640,y3,NEED_SCORE
m646,666,y3,NEED_SCORE
m647,626,y3,NEED_SCORE
m648,632,y3,NEED_SCORE
m649,631,y3,NEED_SCORE
m650,637,y3,NEED_SCORE
m651,656,y3,NEED_SCORE
m652,634,y3,NEED_SCORE
m653,594,y3,NEED_SCORE
m654,636,y3,NEED_SCORE
m655,594,y3,NEED_SCORE
m656,637,y3,NEED_SCORE
m657,597,y3,NEED_SCORE
m658,606,y3,NEED_SCORE
m659,659,y3,NEED_SCORE
m660,631,y3,NEED_SCORE
m661,639,y3,NEED_SCORE
m662,674,y3,NEED_SCORE
m663,637,y3,NEED_SCORE
m664,679,y3,NEED_SCORE
m665,639,y3,NEED_SCORE
m666,675,y3,NEED_SCORE
m667,637,y3,NEED_SCORE
m668,674,y3,NEED_SCORE
m669,633,y3,NEED_SCORE
m670,674,y3,NEED_SCORE
m671,636,y3,NEED_SCORE
m672,633,y3,NEED_SCORE
m673,673,y3,NEED_SCORE
m674,636,y3,NEED_SCORE
m675,663,y3,NEED_SCORE
m676,642,y3,NEED_SCORE
m677,611,y3,NEED_SCORE
m678,645,y3,NEED_SCORE
m679,603,y3,NEED_SCORE
m680,646,y3,NEED_SCORE
m681,601,y3,NEED_SCORE
m682,647,y3,NEED_SCORE
m683,603,y3,NEED_SCORE
m684,515,y3,NEED_SCORE
m685,582,y3,NEED_SCORE
m686,579,y3,NEED_SCORE
m687,581,y3,NEED_SCORE
m688,588,y3,NEED_SCORE
m689,582,y3,NEED_SCORE
m690,582,y3,NEED_SCORE
m691,557,y3,NEED_SCORE
m692,557,y3,NEED_SCORE
m693,410,y3,NEED_SCORE
m694,404,y3,NEED_SCORE
m695,409,y3,NEED_SCORE
m696,401,y3,NEED_SCORE
m697,413,y3,NEED_SCORE
m698,403,y3,NEED_SCORE
m699,410,y3,NEED_SCORE
m700,402,y3,NEED_SCORE
m701,407,y3,NEED_SCORE
m702,407,y3,NEED_SCORE
m703,400,y3,NEED_SCORE
m704,400,y3,NEED_SCORE
m705,406,y3,NEED_SCORE
m706,400,y3,NEED_SCORE
m707,401,y3,NEED_SCORE
m708,400,y3,NEED_SCORE
m709,381,y3,NEED_SCORE
m710,391,y3,NEED_SCORE
m711,382,y3,NEED_SCORE
m712,392,y3,NEED_SCORE
m713,382,y3,NEED_SCORE
m714,602,y3,NEED_SCORE
m715,682,y3,NEED_SCORE
m716,691,y3,NEED_SCORE
m717,694,y3,NEED_SCORE
m718,689,y3,NEED_SCORE
m719,687,y3,NEED_SCORE
m720,693,y3,NEED_SCORE
m721,692,y3,NEED_SCORE
m722,688,y3,NEED_SCORE
m723,685,y3,NEED_SCORE
m724,687,y3,NEED_SCORE
m725,685,y3,NEED_SCORE
m726,687,y3,NEED_SCORE
m727,688,y3,NEED_SCORE
m728,655,y3,NEED_SCORE
m729,655,y3,NEED_SCORE
m730,617,y3,NEED_SCORE
m731,630,y3,NEED_SCORE
m732,654,y3,NEED_SCORE
m733,642,y3,NEED_SCORE
m734,663,y3,NEED_SCORE
m735,652,y3,NEED_SCORE
m736,658,y3,NEED_SCORE
m737,647,y3,NEED_SCORE
m738,658,y3,NEED_SCORE
m739,647,y3,NEED_SCORE
m740,672,y3,NEED_SCORE
m741,647,y3,NEED_SCORE
m742,667,y3,NEED_SCORE
m743,649,y3,NEED_SCORE
m744,658,y3,NEED_SCORE
m745,658,y3,NEED_SCORE
m746,644,y3,NEED_SCORE
m747,644,y3,NEED_SCORE
m748,657,y3,NEED_SCORE
m749,644,y3,NEED_SCORE
m750,646,y3,NEED_SCORE
m751,667,y3,NEED_SCORE
m752,648,y3,NEED_SCORE
m753,648,y3,NEED_SCORE
m754,633,y3,NEED_SCORE
m755,653,y3,NEED_SCORE
m756,637,y3,NEED_SCORE
m757,638,y3,NEED_SCORE
m758,650,y3,NEED_SCORE
m759,636,y3,NEED_SCORE
m760,645,y3,NEED_SCORE
m761,636,y3,NEED_SCORE
m762,635,y3,NEED_SCORE
m763,619,y3,NEED_SCORE
m764,623,y3,NEED_SCORE
m765,621,y3,NEED_SCORE
m766,627,y3,NEED_SCORE
m767,644,y3,NEED_SCORE
m768,636,y3,NEED_SCORE
m769,655,y3,NEED_SCORE
m770,647,y3,NEED_SCORE
m771,650,y3,NEED_SCORE
m772,638,y3,NEED_SCORE
m773,637,y3,NEED_SCORE
m774,663,y3,NEED_SCORE
m775,645,y3,NEED_SCORE
m776,656,y3,NEED_SCORE
m777,641,y3,NEED_SCORE
m778,648,y3,NEED_SCORE
m779,636,y3,NEED_SCORE
m780,636,y3,NEED_SCORE
m781,648,y3,NEED_SCORE
m782,636,y3,NEED_SCORE
m783,648,y3,NEED_SCORE
m784,636,y3,NEED_SCORE
m785,654,y3,NEED_SCORE
m786,642,y3,NEED_SCORE
m787,607,y3,NEED_SCORE
m788,614,y3,NEED_SCORE
m789,607,y3,NEED_SCORE
m790,655,y3,NEED_SCORE
m791,634,y3,NEED_SCORE
m792,665,y3,NEED_SCORE
m793,642,y3,NEED_SCORE
m794,661,y3,NEED_SCORE
m795,646,y3,NEED_SCORE
m796,662,y3,NEED_SCORE
m797,640,y3,NEED_SCORE
m798,662,y3,NEED_SCORE
m799,640,y3,NEED_SCORE
m800,669,y3,NEED_SCORE
m801,645,y3,NEED_SCORE
m802,667,y3,NEED_SCORE
m803,643,y3,NEED_SCORE
m804,661,y3,NEED_SCORE
m805,661,y3,NEED_SCORE
m806,636,y3,NEED_SCORE
m807,636,y3,NEED_SCORE
m808,660,y3,NEED_SCORE
m809,636,y3,NEED_SCORE
m810,642,y3,NEED_SCORE
m811,640,y3,NEED_SCORE
m812,654,y3,NEED_SCORE
m813,653,y3,NEED_SCORE
m814,632,y3,NEED_SCORE
m815,657,y3,NEED_SCORE
m816,640,y3,NEED_SCORE
m817,658,y3,NEED_SCORE
m818,630,y3,NEED_SCORE
m819,653,y3,NEED_SCORE
m820,636,y3,NEED_SCORE
m821,626,y3,NEED_SCORE
m822,613,y3,NEED_SCORE
