,firstlevelIDs,collegeID_id,rank
1484,402,10269,B
1485,402,10247,B
1486,402,10013,B
1487,402,10486,C
1488,402,10459,C
1489,402,10008,C
1490,402,10532,C
1491,402,10004,C
1492,402,10511,C
1493,402,10028,C
1494,402,10280,C
1495,402,10010,C
1496,402,10255,C
1497,402,10610,C
1498,402,10635,C
1499,402,10403,D
1500,402,10286,D
1501,402,10386,D
1502,402,10295,D
1503,402,10384,D
1504,402,10022,D
1505,402,11078,D
1506,402,10657,D
1507,402,11065,D
1508,402,10043,D
1509,402,10319,D
1510,402,11415,D
1511,402,10730,D
1512,402,10385,D
1513,402,10759,D
1514,402,10184,D
1515,402,10126,D
1516,402,10304,D
1517,1003,10486,A
1518,1003,10487,B
1519,1003,10247,B
1520,1003,10610,C
1521,1003,10384,C
1522,1003,10403,C
1523,1003,10730,C
1524,1003,11065,D
1525,1003,10459,D
1526,1003,10759,D
1527,1003,10184,D
1528,1003,10284,D
1529,1003,10304,D
1530,1203,10247,A
1531,1203,10284,A
1532,1203,10336,B
1533,1203,10007,B
1534,1203,10002,B
1535,1203,10280,C
1536,1203,10004,C
1537,1203,10635,C
1538,1203,10140,C
1539,1203,10255,C
1540,1203,10022,C
1541,1203,10657,D
1542,1203,10043,D
1543,1203,10403,D
1544,1203,10224,D
1545,1203,10184,D
1546,1203,10730,D
1547,1203,10626,D
1548,1203,10385,D
1549,1203,10759,D
1550,1203,10389,D
1551,815,10487,A
1552,815,10610,B
1553,815,10486,B
1554,815,10141,B
1555,815,10054,C
1556,815,10403,C
1557,815,10730,C
1558,815,10043,C
1559,815,10359,C
1560,815,10657,D
1561,815,10593,D
1562,815,10626,D
1563,815,10710,D
1564,815,10386,D
1565,815,10224,D
1566,815,10759,D
1567,1007,10486,A
1568,1007,10487,A
1569,1007,10610,B
1570,1007,10384,B
1571,1007,10251,B
1572,1007,106111,C
1573,1007,10295,C
1574,1007,10403,C
1575,1007,10359,C
1576,1007,10730,C
1577,1007,10635,C
1578,1007,11065,D
1579,1007,10657,D
1580,1007,10626,D
1581,1007,10593,D
1582,1007,10224,D
1583,1007,10385,D
1584,1007,10184,D
1585,1007,10759,D
1586,1007,10304,D
1587,1204,10002,A
1588,1204,10487,A
1589,1204,10384,A
1590,1204,10287,B
1591,1204,10610,B
1592,1204,10486,B
1593,1204,10013,B
1594,1204,106111,B
1595,1204,10269,B
1596,1204,10511,C
1597,1204,10033,C
1598,1204,10459,C
1599,1204,10141,C
1600,1204,10054,C
1601,1204,10403,C
1602,1204,10276,C
1603,1204,10028,C
1604,1204,10697,C
1605,1204,10271,C
1606,1204,10010,C
1607,1204,10491,C
1608,1204,10730,D
1609,1204,10635,D
1610,1204,10126,D
1611,1204,10043,D
1612,1204,10216,D
1613,1204,10386,D
1614,1204,10286,D
1615,1204,11065,D
1616,1204,10251,D
1617,1204,10319,D
1618,1204,10657,D
1619,1204,10385,D
1620,1204,10593,D
1621,1204,10710,D
1622,1204,10759,D
1623,1204,10327,D
1624,1204,10389,D
1625,1204,10151,D
1626,1204,10304,D
1627,1004,10487,A
1628,1004,10610,A
1629,1004,10280,B
1630,1004,10030,B
1631,1004,10384,B
1632,1004,10486,C
1633,1004,11065,C
1634,1004,10022,C
1635,1004,10730,C
1636,1004,10403,C
1637,1004,10511,C
1638,1004,10336,D
1639,1004,10626,D
1640,1004,10759,D
1641,1004,10184,D
1642,1004,10532,D
1643,1004,10657,D
1644,1004,10459,D
1645,1004,10389,D
1646,1004,10304,D
1647,832,10610,A
1648,832,10251,B
1649,832,10359,B
1650,832,10295,C
1651,832,10635,C
1652,832,10126,C
1653,832,10626,D
1654,832,10011,D
1655,832,10327,D
1656,832,10759,D
1657,832,10389,D
1658,828,10635,A
1659,828,10626,B
1660,828,10224,C
1661,828,10389,C
1662,828,10593,D
1663,828,10759,D
1664,902,10022,A
1665,902,10635,B
1666,902,10626,C
1667,902,10385,C
1668,902,10224,C
1669,902,10126,D
1670,902,10593,D
1671,902,10389,D
1672,902,10759,D
1673,704,10002,A
1674,704,10284,B
1675,704,10027,B
1676,704,10701,B
1677,704,10247,C
1678,704,10486,C
1679,704,10384,C
1680,704,106111,C
1681,704,10532,C
1682,704,10008,C
1683,704,10028,D
1684,704,10004,D
1685,704,10459,D
1686,704,11415,D
1687,704,10319,D
1688,704,10386,D
1689,704,10140,D
1690,704,10126,D
1691,823,10247,A
1692,823,10004,B
1693,823,10287,B
1694,823,10286,C
1695,823,10359,C
1696,823,10710,C
1697,823,10043,C
1698,823,10126,C
1699,823,10225,D
1700,823,10386,D
1701,823,10151,D
1702,823,10657,D
1703,823,10389,D
1704,823,10304,D
1705,804,10013,A
1706,804,10287,A
1707,804,10487,B
1708,804,10251,B
1709,804,10701,B
1710,804,10532,C
1711,804,106111,C
1712,804,10359,C
1713,804,11415,C
1714,804,10710,C
1715,804,10336,C
1716,804,11413,D
1717,804,10140,D
1718,804,10491,D
1719,804,10010,D
1720,804,10216,D
1721,804,10403,D
1722,804,10385,D
1723,804,10151,D
1724,804,10304,D
1725,304,10511,A
1726,304,10269,B
1727,304,10384,B
1728,304,10730,C
1729,304,10635,C
1730,304,10657,C
1731,304,10710,D
1732,304,10184,D
1733,304,10701,D
1734,304,10126,D
1735,304,10389,D
1736,101,10610,A
1737,101,10459,B
1738,101,10269,B
1739,101,10486,B
1740,101,10635,C
1741,101,10403,C
1742,101,10701,C
1743,101,10028,C
1744,101,10487,C
1745,101,10730,C
1746,101,10141,D
1747,101,10126,D
1748,101,10140,D
1749,101,10697,D
1750,101,10385,D
1751,101,10657,D
1752,101,10593,D
1753,101,10319,D
1754,403,10033,A
1755,403,10271,B
1756,403,10459,C
1757,403,10140,C
1758,403,11078,C
1759,403,10327,D
1760,403,10043,D
1761,403,10657,D
1762,706,10271,A
1763,706,10730,B
1764,706,10491,C
1765,706,10126,D
1766,706,10013,D
1767,908,10276,A
1768,908,10403,B
1769,908,10730,B
1770,908,10327,C
1771,908,10626,C
1772,908,10697,C
1773,908,10224,D
1774,908,10635,D
1775,908,10389,D
1776,908,10593,D
1777,801,10487,A
1778,801,10286,B
1779,801,10486,B
1780,801,106111,C
1781,801,10008,C
1782,801,10054,C
1783,801,10141,D
1784,801,10657,D
1785,801,10319,D
1786,801,10224,D
1787,707,10487,A
1788,707,10384,B
1789,707,10336,C
1790,707,11415,C
1791,707,10491,C
1792,707,10319,D
1793,707,10593,D
1794,707,10151,D
1795,707,10304,D
1796,824,10141,A
1797,824,10487,B
1798,824,10336,C
1799,824,10151,D
1800,1005,10384,A
1801,1005,10184,B
1802,1108,10385,A
1803,708,10710,A
1804,708,10491,B
1805,708,11413,C
1806,708,11415,D
1807,818,10730,A
1808,818,10389,B
1809,1205,10610,A
1810,1205,10486,B
1811,1205,10403,C
1812,1205,10697,D
1813,1205,10140,D
1814,826,10007,A
1815,829,10225,A
1816,829,10022,B
1817,305,10610,A
1818,305,10730,B
1819,305,10043,C
