:START_ID,has,:TYPE,:END_ID
c11415,has,HAS,M608
c11415,has,HAS,M609
c11415,has,HAS,M88
c11415,has,HAS,M263
c11415,has,HAS,M610
c11415,has,HAS,M611
c11415,has,HAS,M94
c11415,has,HAS,M155
c11415,has,HAS,M612
c11415,has,HAS,M76
c11415,has,HAS,M613
c11415,has,HAS,M105
c11415,has,HAS,M614
c11415,has,HAS,M615
c11415,has,HAS,M186
c11415,has,HAS,M145
c11415,has,HAS,M144
c11415,has,HAS,M616
c11415,has,HAS,M617
c11415,has,HAS,M618
c11415,has,HAS,M357
c11415,has,HAS,M619
c11415,has,HAS,M620
c11415,has,HAS,M87
c11415,has,HAS,M621
c11413,has,HAS,M605
c11413,has,HAS,M606
c11413,has,HAS,M607
c11413,has,HAS,M608
c11413,has,HAS,M609
c11413,has,HAS,M84
c11413,has,HAS,M88
c11413,has,HAS,M3
c11413,has,HAS,M263
c11413,has,HAS,M610
c11413,has,HAS,M155
c11413,has,HAS,M156
c11413,has,HAS,M143
c11413,has,HAS,M612
c11413,has,HAS,M76
c11413,has,HAS,M613
c11413,has,HAS,M615
c11413,has,HAS,M186
c11413,has,HAS,M145
c11413,has,HAS,M144
c11413,has,HAS,M38
c11413,has,HAS,M616
c11413,has,HAS,M617
c11413,has,HAS,M618
c11413,has,HAS,M87
c11413,has,HAS,M549
c11413,has,HAS,M381
c11413,has,HAS,M415
c11413,has,HAS,M357
c11413,has,HAS,M619
c11413,has,HAS,M620
c11413,has,HAS,M602
c11413,has,HAS,M603
c11413,has,HAS,M604
c11413,has,HAS,M614
c11413,has,HAS,M264
c11413,has,HAS,M621
c11413,has,HAS,M622
c11413,has,HAS,M94
c11413,has,HAS,M623
c11413,has,HAS,M611
c11413,has,HAS,M105
c11413,has,HAS,M624
c11413,has,HAS,M0
c11413,has,HAS,M625
c10755,has,HAS,M613
c10755,has,HAS,M105
c10755,has,HAS,M614
c10755,has,HAS,M615
c10755,has,HAS,M186
c10755,has,HAS,M145
c10755,has,HAS,M38
c10755,has,HAS,M616
c10755,has,HAS,M617
c10755,has,HAS,M3
c10755,has,HAS,M357
c10755,has,HAS,M620
c10755,has,HAS,M87
c10755,has,HAS,M549
c10755,has,HAS,M381
c10755,has,HAS,M604
c10755,has,HAS,M605
c10755,has,HAS,M606
c10755,has,HAS,M607
c10755,has,HAS,M155
c10755,has,HAS,M612
c10755,has,HAS,M76
c10755,has,HAS,M144
c10755,has,HAS,M619
c10755,has,HAS,M609
c10755,has,HAS,M624
c10755,has,HAS,M603
c10755,has,HAS,M264
c10755,has,HAS,M143
c10755,has,HAS,M415
c10755,has,HAS,M602
c10755,has,HAS,M622
c10755,has,HAS,M84
c10755,has,HAS,M88
c10755,has,HAS,M263
c10755,has,HAS,M610
c10755,has,HAS,M156
c10755,has,HAS,M618
c10755,has,HAS,M621
c10755,has,HAS,M625
c10755,has,HAS,M94
c10755,has,HAS,M351
c10755,has,HAS,M626
c10755,has,HAS,M627
c10755,has,HAS,M69
c10755,has,HAS,M354
c10755,has,HAS,M177
c10755,has,HAS,M628
c10755,has,HAS,M130
c10755,has,HAS,M4
c10755,has,HAS,M356
c10755,has,HAS,M91
c10755,has,HAS,M629
c10755,has,HAS,M154
c10755,has,HAS,M630
c10755,has,HAS,M631
c10755,has,HAS,M632
c10755,has,HAS,M633
c10755,has,HAS,M463
c10755,has,HAS,M634
c10755,has,HAS,M404
c10755,has,HAS,M269
c10338,has,HAS,M635
c10338,has,HAS,M632
c10338,has,HAS,M177
c10338,has,HAS,M631
c10338,has,HAS,M549
c10338,has,HAS,M84
c10338,has,HAS,M145
c10338,has,HAS,M404
c10338,has,HAS,M156
c10338,has,HAS,M354
c10338,has,HAS,M87
c10338,has,HAS,M264
c10338,has,HAS,M626
c10338,has,HAS,M269
c10338,has,HAS,M634
c10338,has,HAS,M154
c10338,has,HAS,M603
c10338,has,HAS,M628
c10338,has,HAS,M130
c10338,has,HAS,M381
c10338,has,HAS,M357
c10338,has,HAS,M263
c10338,has,HAS,M91
c10338,has,HAS,M356
c10338,has,HAS,M633
c10338,has,HAS,M629
c10054,has,HAS,M635
c10054,has,HAS,M632
c10054,has,HAS,M633
c10054,has,HAS,M603
c10054,has,HAS,M84
c10054,has,HAS,M264
c10054,has,HAS,M156
c10054,has,HAS,M381
c10054,has,HAS,M628
c10054,has,HAS,M404
c10054,has,HAS,M87
c10054,has,HAS,M354
c10054,has,HAS,M634
c10054,has,HAS,M145
c10054,has,HAS,M357
c10054,has,HAS,M130
c10054,has,HAS,M177
c10054,has,HAS,M629
c10054,has,HAS,M356
c10054,has,HAS,M154
c10054,has,HAS,M549
c10054,has,HAS,M263
c10054,has,HAS,M631
c10054,has,HAS,M91
c10054,has,HAS,M269
c10054,has,HAS,M626
c10054,has,HAS,M3
c10054,has,HAS,M38
c10054,has,HAS,M463
c10054,has,HAS,M636
c10054,has,HAS,M605
c10054,has,HAS,M88
c10054,has,HAS,M34
c10054,has,HAS,M637
c10054,has,HAS,M374
c10054,has,HAS,M638
c10054,has,HAS,M5
c10054,has,HAS,M139
c10054,has,HAS,M443
c10054,has,HAS,M93
c10054,has,HAS,M412
c10054,has,HAS,M540
c10054,has,HAS,M639
c10054,has,HAS,M160
c10054,has,HAS,M640
c10054,has,HAS,M532
c10054,has,HAS,M265
c10054,has,HAS,M163
c10054,has,HAS,M641
c10054,has,HAS,M379
c10054,has,HAS,M76
c10054,has,HAS,M552
c10054,has,HAS,M167
c10054,has,HAS,M131
c10054,has,HAS,M541
c10054,has,HAS,M353
c10054,has,HAS,M425
c10054,has,HAS,M170
c10054,has,HAS,M171
c10054,has,HAS,M174
c10054,has,HAS,M394
c10054,has,HAS,M105
c10054,has,HAS,M113
c10054,has,HAS,M642
c10054,has,HAS,M378
c10054,has,HAS,M199
c10054,has,HAS,M151
c10054,has,HAS,M444
c10054,has,HAS,M147
c10054,has,HAS,M643
c10054,has,HAS,M644
c10054,has,HAS,M645
c10054,has,HAS,M143
c10054,has,HAS,M102
c10054,has,HAS,M646
c10054,has,HAS,M647
c10054,has,HAS,M648
c10054,has,HAS,M649
c10054,has,HAS,M650
c10054,has,HAS,M651
c10054,has,HAS,M652
c10054,has,HAS,M653
c10054,has,HAS,M654
c10054,has,HAS,M655
c10054,has,HAS,M656
c10054,has,HAS,M657
c10054,has,HAS,M658
c10054,has,HAS,M659
c10054,has,HAS,M660
c10054,has,HAS,M661
c10054,has,HAS,M662
c10054,has,HAS,M663
c10054,has,HAS,M664
c10054,has,HAS,M665
c10054,has,HAS,M666
c10054,has,HAS,M667
c10054,has,HAS,M668
c10054,has,HAS,M669
c10054,has,HAS,M670
c10054,has,HAS,M671
c10054,has,HAS,M672
c10054,has,HAS,M673
c10054,has,HAS,M674
c10054,has,HAS,M675
c10054,has,HAS,M676
c10054,has,HAS,M677
c10054,has,HAS,M678
c10054,has,HAS,M679
c10054,has,HAS,M680
c10054,has,HAS,M681
c10054,has,HAS,M682
c10054,has,HAS,M683
c10054,has,HAS,M684
c10054,has,HAS,M685
c10054,has,HAS,M686
c10054,has,HAS,M687
c10054,has,HAS,M688
c10054,has,HAS,M689
c10054,has,HAS,M690
c10054,has,HAS,M691
c10054,has,HAS,M692
c10054,has,HAS,M693
c10054,has,HAS,M694
c10054,has,HAS,M695
c10054,has,HAS,M696
c10054,has,HAS,M697
c10054,has,HAS,M698
c10054,has,HAS,M699
c10054,has,HAS,M700
c10054,has,HAS,M701
c10054,has,HAS,M702
c10054,has,HAS,M703
c10054,has,HAS,M704
c10054,has,HAS,M705
c10054,has,HAS,M706
c10054,has,HAS,M707
c10054,has,HAS,M708
c10054,has,HAS,M709
c10054,has,HAS,M710
c10054,has,HAS,M711
c10054,has,HAS,M712
c10054,has,HAS,M713
c10054,has,HAS,M714
c10054,has,HAS,M715
c10054,has,HAS,M716
c10054,has,HAS,M717
c10054,has,HAS,M718
c10054,has,HAS,M719
c10054,has,HAS,M720
c10054,has,HAS,M721
c10054,has,HAS,M722
c10054,has,HAS,M723
c10054,has,HAS,M724
c10054,has,HAS,M725
c10054,has,HAS,M726
c10054,has,HAS,M727
c10054,has,HAS,M728
c10054,has,HAS,M729
c10054,has,HAS,M730
c10054,has,HAS,M731
c10054,has,HAS,M732
c10054,has,HAS,M733
c10054,has,HAS,M734
c10054,has,HAS,M735
c10054,has,HAS,M736
c10054,has,HAS,M737
c10054,has,HAS,M738
c10054,has,HAS,M739
c10054,has,HAS,M740
c10054,has,HAS,M741
c10054,has,HAS,M742
c10054,has,HAS,M743
c10054,has,HAS,M744
c10054,has,HAS,M745
c10054,has,HAS,M746
c10054,has,HAS,M747
c10054,has,HAS,M748
c10054,has,HAS,M749
c10054,has,HAS,M750
c10054,has,HAS,M751
c10054,has,HAS,M752
c10054,has,HAS,M753
c10054,has,HAS,M754
c10054,has,HAS,M755
c10054,has,HAS,M756
c10054,has,HAS,M757
c10054,has,HAS,M758
c10054,has,HAS,M759
c10054,has,HAS,M760
c10054,has,HAS,M761
c10054,has,HAS,M762
c10054,has,HAS,M763
c10054,has,HAS,M764
c10054,has,HAS,M765
c10054,has,HAS,M766
c10054,has,HAS,M767
c10054,has,HAS,M768
c10054,has,HAS,M769
c10054,has,HAS,M770
c10054,has,HAS,M771
c10054,has,HAS,M772
c10054,has,HAS,M773
c10054,has,HAS,M774
c10054,has,HAS,M775
c10054,has,HAS,M776
c10054,has,HAS,M777
c10054,has,HAS,M778
c10054,has,HAS,M779
c10054,has,HAS,M780
c10054,has,HAS,M781
c10054,has,HAS,M782
c10054,has,HAS,M783
c10054,has,HAS,M784
c10054,has,HAS,M785
c10054,has,HAS,M786
c10054,has,HAS,M787
c10054,has,HAS,M788
c10054,has,HAS,M789
c10054,has,HAS,M790
c10054,has,HAS,M791
c10054,has,HAS,M792
c10054,has,HAS,M793
c10054,has,HAS,M794
c10054,has,HAS,M795
c10054,has,HAS,M796
c10054,has,HAS,M797
c10054,has,HAS,M798
c10054,has,HAS,M799
c10054,has,HAS,M800
c10054,has,HAS,M801
c10054,has,HAS,M802
c10054,has,HAS,M803
c10054,has,HAS,M804
c10054,has,HAS,M805
c10054,has,HAS,M806
c10054,has,HAS,M807
c10054,has,HAS,M808
c10054,has,HAS,M809
c10054,has,HAS,M810
c10054,has,HAS,M811
c10054,has,HAS,M812
c10054,has,HAS,M813
c10054,has,HAS,M814
c10054,has,HAS,M815
c10054,has,HAS,M816
c10054,has,HAS,M817
c10054,has,HAS,M818
c10054,has,HAS,M819
c10054,has,HAS,M820
c10054,has,HAS,M821
c10054,has,HAS,M822
c10054,has,HAS,M823
c10054,has,HAS,M824
c10054,has,HAS,M825
c10054,has,HAS,M4
c10054,has,HAS,M69
c10054,has,HAS,M430
c10054,has,HAS,M614
c10054,has,HAS,M13
c10054,has,HAS,M387
c10054,has,HAS,M114
c10054,has,HAS,M422
c10054,has,HAS,M462
c10043,has,HAS,M645
c10043,has,HAS,M4
c10043,has,HAS,M93
c10043,has,HAS,M154
c10043,has,HAS,M69
c10043,has,HAS,M76
c10043,has,HAS,M552
c10043,has,HAS,M38
c10043,has,HAS,M88
c10043,has,HAS,M105
c10043,has,HAS,M87
c10043,has,HAS,M633
c10043,has,HAS,M549
c10043,has,HAS,M638
c10043,has,HAS,M415
c10043,has,HAS,M605
c10043,has,HAS,M84
c10043,has,HAS,M34
c10043,has,HAS,M3
c10043,has,HAS,M637
c10043,has,HAS,M644
c10043,has,HAS,M374
c10043,has,HAS,M147
c10043,has,HAS,M91
c10043,has,HAS,M5
c10043,has,HAS,M643
c10043,has,HAS,M443
c10043,has,HAS,M463
c10043,has,HAS,M412
c10043,has,HAS,M156
c10043,has,HAS,M540
c10043,has,HAS,M130
c10043,has,HAS,M639
c10043,has,HAS,M160
c10043,has,HAS,M143
c10043,has,HAS,M640
c10043,has,HAS,M532
c10043,has,HAS,M265
c10043,has,HAS,M163
c10043,has,HAS,M641
c10043,has,HAS,M462
c10043,has,HAS,M647
c10043,has,HAS,M167
c10043,has,HAS,M131
c10043,has,HAS,M430
c10043,has,HAS,M614
c10043,has,HAS,M541
c10043,has,HAS,M353
c10043,has,HAS,M425
c10043,has,HAS,M145
c10043,has,HAS,M387
c10043,has,HAS,M170
c10043,has,HAS,M171
c10043,has,HAS,M13
c10043,has,HAS,M394
c10043,has,HAS,M174
c10043,has,HAS,M113
c10043,has,HAS,M114
c10043,has,HAS,M642
c10043,has,HAS,M378
c10043,has,HAS,M422
c10043,has,HAS,M697
c10043,has,HAS,M649
c10043,has,HAS,M670
c10043,has,HAS,M673
c10043,has,HAS,M826
c10043,has,HAS,M650
c10043,has,HAS,M652
c10043,has,HAS,M701
c10043,has,HAS,M695
c10043,has,HAS,M655
c10043,has,HAS,M656
c10043,has,HAS,M827
c10043,has,HAS,M661
c10043,has,HAS,M671
c10043,has,HAS,M672
c10043,has,HAS,M828
c10043,has,HAS,M666
c10043,has,HAS,M705
c10043,has,HAS,M663
c10043,has,HAS,M660
c10043,has,HAS,M706
c10043,has,HAS,M664
c10043,has,HAS,M829
c10043,has,HAS,M709
c10043,has,HAS,M830
c10043,has,HAS,M702
c10043,has,HAS,M674
c10043,has,HAS,M675
c10043,has,HAS,M668
c10043,has,HAS,M678
c10043,has,HAS,M679
c10043,has,HAS,M682
c10043,has,HAS,M707
c10043,has,HAS,M686
c10043,has,HAS,M683
c10043,has,HAS,M653
c10043,has,HAS,M688
c10043,has,HAS,M831
c10043,has,HAS,M710
c10043,has,HAS,M689
c10043,has,HAS,M690
c10043,has,HAS,M691
c10043,has,HAS,M832
c10043,has,HAS,M694
c10043,has,HAS,M833
c10043,has,HAS,M684
c10043,has,HAS,M703
c10043,has,HAS,M692
c10043,has,HAS,M834
c10043,has,HAS,M835
c10043,has,HAS,M698
c10043,has,HAS,M680
c10043,has,HAS,M836
c10043,has,HAS,M704
c10043,has,HAS,M693
c10043,has,HAS,M696
c10043,has,HAS,M708
c10043,has,HAS,M837
c10043,has,HAS,M651
c10043,has,HAS,M654
c10043,has,HAS,M838
c10043,has,HAS,M839
c10043,has,HAS,M840
c10043,has,HAS,M841
c10043,has,HAS,M842
c10043,has,HAS,M843
c10043,has,HAS,M844
c10043,has,HAS,M845
c10043,has,HAS,M846
c10043,has,HAS,M847
c10043,has,HAS,M848
c10043,has,HAS,M849
c10043,has,HAS,M850
c10043,has,HAS,M851
c10043,has,HAS,M852
c10043,has,HAS,M853
c10043,has,HAS,M854
c10043,has,HAS,M855
c10043,has,HAS,M856
c10043,has,HAS,M857
c10043,has,HAS,M858
c10043,has,HAS,M859
c10043,has,HAS,M860
c10043,has,HAS,M861
c10043,has,HAS,M862
c10043,has,HAS,M863
c10043,has,HAS,M864
c10043,has,HAS,M865
c10043,has,HAS,M866
c10043,has,HAS,M867
c10043,has,HAS,M868
c10043,has,HAS,M869
c10043,has,HAS,M870
c10043,has,HAS,M871
c10043,has,HAS,M872
c10043,has,HAS,M873
c10043,has,HAS,M874
c10043,has,HAS,M875
c10043,has,HAS,M876
c10043,has,HAS,M877
c10043,has,HAS,M878
c10043,has,HAS,M879
c10043,has,HAS,M880
c10043,has,HAS,M881
c10043,has,HAS,M882
c10043,has,HAS,M883
c10043,has,HAS,M884
c10043,has,HAS,M885
c10043,has,HAS,M886
c10043,has,HAS,M887
c10043,has,HAS,M786
c10043,has,HAS,M821
c10043,has,HAS,M810
c10043,has,HAS,M814
c10043,has,HAS,M888
c10043,has,HAS,M820
c10043,has,HAS,M805
c10043,has,HAS,M799
c10043,has,HAS,M781
c10043,has,HAS,M777
c10043,has,HAS,M815
c10043,has,HAS,M816
c10043,has,HAS,M789
c10043,has,HAS,M808
c10043,has,HAS,M811
c10043,has,HAS,M889
c10043,has,HAS,M804
c10043,has,HAS,M769
c10043,has,HAS,M770
c10043,has,HAS,M787
c10043,has,HAS,M790
c10043,has,HAS,M795
c10043,has,HAS,M890
c10043,has,HAS,M796
c10043,has,HAS,M813
c10043,has,HAS,M803
c10043,has,HAS,M773
c10043,has,HAS,M772
c10043,has,HAS,M823
c10043,has,HAS,M771
c10043,has,HAS,M778
c10043,has,HAS,M822
c10043,has,HAS,M807
c10043,has,HAS,M824
c10043,has,HAS,M891
c10043,has,HAS,M794
c10043,has,HAS,M792
c10043,has,HAS,M791
c10043,has,HAS,M793
c10043,has,HAS,M892
c10043,has,HAS,M782
c10043,has,HAS,M893
c10043,has,HAS,M767
c10043,has,HAS,M798
c10043,has,HAS,M784
c10043,has,HAS,M809
c10043,has,HAS,M894
c10043,has,HAS,M785
c10043,has,HAS,M774
c10043,has,HAS,M895
c10043,has,HAS,M797
c10043,has,HAS,M783
c10043,has,HAS,M768
c10043,has,HAS,M896
c10043,has,HAS,M819
c10043,has,HAS,M806
c10043,has,HAS,M897
c10043,has,HAS,M0
c10043,has,HAS,M73
c10043,has,HAS,M331
c10043,has,HAS,M898
c10043,has,HAS,M334
c10043,has,HAS,M333
c10043,has,HAS,M75
c10043,has,HAS,M351
c10043,has,HAS,M899
c10043,has,HAS,M106
c10043,has,HAS,M900
c10043,has,HAS,M356
c10043,has,HAS,M354
c10043,has,HAS,M901
c10043,has,HAS,M39
c10043,has,HAS,M1
c10043,has,HAS,M67
c10043,has,HAS,M7
c10043,has,HAS,M902
c10276,has,HAS,M334
c10276,has,HAS,M67
c10276,has,HAS,M333
c10276,has,HAS,M75
c10276,has,HAS,M351
c10276,has,HAS,M7
c10276,has,HAS,M899
c10276,has,HAS,M106
c10276,has,HAS,M900
c10276,has,HAS,M356
c10276,has,HAS,M354
c10276,has,HAS,M4
c10276,has,HAS,M902
c10276,has,HAS,M39
c10276,has,HAS,M1
c10276,has,HAS,M0
c10276,has,HAS,M73
c10276,has,HAS,M331
c10276,has,HAS,M898
c10276,has,HAS,M69
c10276,has,HAS,M901
c10276,has,HAS,M903
c10276,has,HAS,M904
c10276,has,HAS,M905
c10276,has,HAS,M906
c10276,has,HAS,M907
c10276,has,HAS,M34
c10276,has,HAS,M908
c10276,has,HAS,M116
c10276,has,HAS,M909
c10276,has,HAS,M910
c10276,has,HAS,M112
c10276,has,HAS,M33
c10276,has,HAS,M911
c10276,has,HAS,M95
c10276,has,HAS,M912
c10276,has,HAS,M199
c10276,has,HAS,M163
c10276,has,HAS,M443
c10276,has,HAS,M35
c10276,has,HAS,M913
c10276,has,HAS,M143
c10276,has,HAS,M914
c10276,has,HAS,M38
c10276,has,HAS,M915
c10276,has,HAS,M37
c10276,has,HAS,M916
c10276,has,HAS,M917
c10276,has,HAS,M918
c10216,has,HAS,M35
c10216,has,HAS,M913
c10216,has,HAS,M143
c10216,has,HAS,M914
c10216,has,HAS,M38
c10216,has,HAS,M915
c10216,has,HAS,M37
c10216,has,HAS,M916
c10216,has,HAS,M917
c10216,has,HAS,M918
c10216,has,HAS,M907
c10216,has,HAS,M908
c10216,has,HAS,M116
c10216,has,HAS,M909
c10216,has,HAS,M910
c10216,has,HAS,M112
c10216,has,HAS,M911
c10216,has,HAS,M95
c10216,has,HAS,M912
c10216,has,HAS,M199
c10216,has,HAS,M163
c10216,has,HAS,M443
c10216,has,HAS,M33
c10216,has,HAS,M34
c10216,has,HAS,M919
c10216,has,HAS,M920
c10216,has,HAS,M444
c10216,has,HAS,M921
c10216,has,HAS,M922
c10216,has,HAS,M923
c10216,has,HAS,M924
c10216,has,HAS,M925
c10216,has,HAS,M926
c10216,has,HAS,M927
c10216,has,HAS,M928
c10216,has,HAS,M929
c10216,has,HAS,M930
c10216,has,HAS,M931
c10216,has,HAS,M932
c10216,has,HAS,M933
c10216,has,HAS,M934
c10216,has,HAS,M935
c10216,has,HAS,M160
c10216,has,HAS,M936
c10216,has,HAS,M462
c10216,has,HAS,M937
c10216,has,HAS,M938
c10216,has,HAS,M151
c10216,has,HAS,M939
c10216,has,HAS,M940
c10216,has,HAS,M264
c10216,has,HAS,M263
c10216,has,HAS,M463
c10216,has,HAS,M532
c10216,has,HAS,M113
c10216,has,HAS,M941
c10216,has,HAS,M942
c10216,has,HAS,M943
c10216,has,HAS,M944
c10216,has,HAS,M945
c10216,has,HAS,M946
c10216,has,HAS,M103
c10216,has,HAS,M947
c10216,has,HAS,M948
c10216,has,HAS,M949
c10216,has,HAS,M950
c10216,has,HAS,M951
c10216,has,HAS,M952
c10216,has,HAS,M902
c10216,has,HAS,M13
c10028,has,HAS,M952
c10028,has,HAS,M902
c10028,has,HAS,M13
c10028,has,HAS,M931
c10028,has,HAS,M943
c10028,has,HAS,M12
c10028,has,HAS,M932
c10028,has,HAS,M933
c10028,has,HAS,M934
c10028,has,HAS,M953
c10028,has,HAS,M160
c10028,has,HAS,M151
c10028,has,HAS,M954
c10028,has,HAS,M955
c10028,has,HAS,M143
c10028,has,HAS,M264
c10028,has,HAS,M263
c10028,has,HAS,M39
c10028,has,HAS,M944
c10028,has,HAS,M945
c10028,has,HAS,M946
c10028,has,HAS,M947
c10304,has,HAS,M943
c10304,has,HAS,M954
c10304,has,HAS,M902
c10304,has,HAS,M12
c10304,has,HAS,M39
c10304,has,HAS,M13
c10304,has,HAS,M151
c10304,has,HAS,M160
c10304,has,HAS,M264
c10304,has,HAS,M263
c10304,has,HAS,M952
c10304,has,HAS,M946
c10304,has,HAS,M143
c10304,has,HAS,M955
c10304,has,HAS,M932
c10304,has,HAS,M933
c10304,has,HAS,M934
c10304,has,HAS,M947
c10304,has,HAS,M931
c10271,has,HAS,M12
c10271,has,HAS,M943
c10271,has,HAS,M13
c10271,has,HAS,M932
c10271,has,HAS,M933
c10271,has,HAS,M934
c10271,has,HAS,M953
c10271,has,HAS,M902
c10271,has,HAS,M160
c10271,has,HAS,M952
c10271,has,HAS,M151
c10271,has,HAS,M954
c10271,has,HAS,M955
c10271,has,HAS,M947
c10271,has,HAS,M143
c10271,has,HAS,M264
c10271,has,HAS,M263
c10271,has,HAS,M39
c10271,has,HAS,M931
c10271,has,HAS,M944
c10271,has,HAS,M945
c10271,has,HAS,M946
c10246,has,HAS,M933
c10246,has,HAS,M932
c10246,has,HAS,M934
c10246,has,HAS,M143
c10246,has,HAS,M151
c10246,has,HAS,M160
c10246,has,HAS,M264
c10246,has,HAS,M263
c10246,has,HAS,M931
c10246,has,HAS,M944
c10246,has,HAS,M902
c10246,has,HAS,M946
c10246,has,HAS,M12
c10246,has,HAS,M39
c10246,has,HAS,M13
c10246,has,HAS,M956
c10246,has,HAS,M955
c10246,has,HAS,M954
c10246,has,HAS,M943
c10246,has,HAS,M945
c10246,has,HAS,M952
c20000,has,HAS,M931
c20000,has,HAS,M944
c20000,has,HAS,M945
c20000,has,HAS,M12
c20000,has,HAS,M952
c20000,has,HAS,M902
c20000,has,HAS,M946
c20000,has,HAS,M943
c20000,has,HAS,M160
c20000,has,HAS,M955
c20000,has,HAS,M932
c20000,has,HAS,M934
c20000,has,HAS,M933
c20000,has,HAS,M947
c20000,has,HAS,M143
c20000,has,HAS,M151
c20000,has,HAS,M13
c20000,has,HAS,M263
c20000,has,HAS,M264
c20000,has,HAS,M39
c10269,has,HAS,M143
c10269,has,HAS,M160
c10269,has,HAS,M955
c10269,has,HAS,M151
c10269,has,HAS,M902
c10269,has,HAS,M946
c10269,has,HAS,M12
c10269,has,HAS,M13
c10269,has,HAS,M954
c10269,has,HAS,M263
c10269,has,HAS,M264
c10269,has,HAS,M39
c10269,has,HAS,M943
c10269,has,HAS,M952
c10269,has,HAS,M932
c10269,has,HAS,M933
c10269,has,HAS,M934
c10269,has,HAS,M947
c10269,has,HAS,M636
c10269,has,HAS,M381
c10269,has,HAS,M416
c10269,has,HAS,M957
c10269,has,HAS,M84
c10269,has,HAS,M88
c10269,has,HAS,M420
c10269,has,HAS,M629
c10269,has,HAS,M646
c10269,has,HAS,M330
c10269,has,HAS,M643
c10269,has,HAS,M154
c10269,has,HAS,M94
c10269,has,HAS,M155
c10269,has,HAS,M156
c10269,has,HAS,M540
c10269,has,HAS,M130
c10269,has,HAS,M958
c10269,has,HAS,M163
c10269,has,HAS,M379
c10269,has,HAS,M641
c10269,has,HAS,M76
c10269,has,HAS,M959
c10269,has,HAS,M613
c10269,has,HAS,M353
c10269,has,HAS,M425
c10269,has,HAS,M145
c10269,has,HAS,M177
c10269,has,HAS,M111
c10269,has,HAS,M378
c10269,has,HAS,M960
c10269,has,HAS,M33
c10269,has,HAS,M3
c10269,has,HAS,M35
c10269,has,HAS,M441
c10269,has,HAS,M5
c10269,has,HAS,M146
c10269,has,HAS,M961
c10269,has,HAS,M374
c10269,has,HAS,M962
c10269,has,HAS,M36
c10269,has,HAS,M963
c10269,has,HAS,M38
c10269,has,HAS,M552
c10269,has,HAS,M964
c10269,has,HAS,M174
c10269,has,HAS,M369
c10269,has,HAS,M621
c10269,has,HAS,M91
c10269,has,HAS,M116
c10269,has,HAS,M463
c10269,has,HAS,M34
c10269,has,HAS,M439
c10269,has,HAS,M139
c10269,has,HAS,M113
c10269,has,HAS,M965
c10280,has,HAS,M416
c10280,has,HAS,M381
c10280,has,HAS,M463
c10280,has,HAS,M965
c10280,has,HAS,M264
c10280,has,HAS,M139
c10280,has,HAS,M116
c10280,has,HAS,M441
c10280,has,HAS,M3
c10280,has,HAS,M155
c10280,has,HAS,M84
c10280,has,HAS,M636
c10280,has,HAS,M960
c10280,has,HAS,M378
c10280,has,HAS,M111
c10280,has,HAS,M177
c10280,has,HAS,M963
c10280,has,HAS,M145
c10280,has,HAS,M425
c10280,has,HAS,M353
c10280,has,HAS,M613
c10280,has,HAS,M552
c10280,has,HAS,M76
c10280,has,HAS,M641
c10280,has,HAS,M163
c10280,has,HAS,M958
c10280,has,HAS,M540
c10280,has,HAS,M156
c10280,has,HAS,M962
c10280,has,HAS,M154
c10280,has,HAS,M646
c10280,has,HAS,M91
c10280,has,HAS,M961
c10280,has,HAS,M146
c10280,has,HAS,M957
c10280,has,HAS,M36
c10280,has,HAS,M38
c10280,has,HAS,M174
c10280,has,HAS,M379
c10280,has,HAS,M130
c10280,has,HAS,M94
c10280,has,HAS,M643
c10280,has,HAS,M330
c10280,has,HAS,M263
c10280,has,HAS,M629
c10280,has,HAS,M374
c10280,has,HAS,M88
c10280,has,HAS,M369
c10280,has,HAS,M621
c10280,has,HAS,M35
c10280,has,HAS,M34
c10280,has,HAS,M33
c10280,has,HAS,M0
c10280,has,HAS,M545
c10280,has,HAS,M966
c10280,has,HAS,M354
c10280,has,HAS,M550
c10280,has,HAS,M533
c10280,has,HAS,M553
c10280,has,HAS,M81
c10280,has,HAS,M167
c10280,has,HAS,M166
c10280,has,HAS,M536
c10280,has,HAS,M415
c10280,has,HAS,M634
c10280,has,HAS,M561
c10280,has,HAS,M544
c10280,has,HAS,M157
c10280,has,HAS,M548
c10280,has,HAS,M114
c10280,has,HAS,M443
c10280,has,HAS,M936
c10280,has,HAS,M967
c10280,has,HAS,M534
c10280,has,HAS,M968
c10280,has,HAS,M587
c10280,has,HAS,M969
c10280,has,HAS,M970
c10280,has,HAS,M542
c10280,has,HAS,M113
c10280,has,HAS,M103
c10280,has,HAS,M535
c10280,has,HAS,M95
c10280,has,HAS,M971
c10280,has,HAS,M471
c10280,has,HAS,M560
c10255,has,HAS,M38
c10255,has,HAS,M34
c10255,has,HAS,M33
c10255,has,HAS,M972
c10255,has,HAS,M35
c10255,has,HAS,M37
c10255,has,HAS,M36
c10255,has,HAS,M151
c10255,has,HAS,M144
c10255,has,HAS,M39
c10255,has,HAS,M116
c10255,has,HAS,M532
c10255,has,HAS,M146
c10255,has,HAS,M973
c10255,has,HAS,M974
c10255,has,HAS,M975
c10255,has,HAS,M976
c10255,has,HAS,M977
c10255,has,HAS,M978
c10255,has,HAS,M516
c10255,has,HAS,M548
c10255,has,HAS,M199
c10255,has,HAS,M443
c10255,has,HAS,M979
