:START_ID,need_score,:END_ID,:TYPE
m28677,558,2016,NEED_SCORE
m28678,554,2016,NEED_SCORE
m28679,552,2016,NEED_SCORE
m28680,575,2016,NEED_SCORE
m28681,557,2016,NEED_SCORE
m28682,559,2016,NEED_SCORE
m28683,580,2016,NEED_SCORE
m28684,581,2016,NEED_SCORE
m28685,572,2016,NEED_SCORE
m28686,571,2016,NEED_SCORE
m28687,578,2016,NEED_SCORE
m28688,568,2016,NEED_SCORE
m28689,575,2016,NEED_SCORE
m28690,575,2016,NEED_SCORE
m28691,584,2016,NEED_SCORE
m28692,594,2016,NEED_SCORE
m28693,580,2016,NEED_SCORE
m28694,575,2016,NEED_SCORE
m28696,574,2016,NEED_SCORE
m28697,586,2016,NEED_SCORE
m28698,315,2016,NEED_SCORE
m28700,590,2016,NEED_SCORE
m28701,592,2016,NEED_SCORE
m28702,584,2016,NEED_SCORE
m28703,584,2016,NEED_SCORE
m28704,584,2016,NEED_SCORE
m28705,612,2016,NEED_SCORE
m28706,601,2016,NEED_SCORE
m28707,587,2016,NEED_SCORE
m28708,585,2016,NEED_SCORE
m28709,589,2016,NEED_SCORE
m28710,591,2016,NEED_SCORE
m28711,584,2016,NEED_SCORE
m28712,591,2016,NEED_SCORE
m28713,585,2016,NEED_SCORE
m28715,587,2016,NEED_SCORE
m28716,564,2016,NEED_SCORE
m28717,547,2016,NEED_SCORE
m28718,552,2016,NEED_SCORE
m28719,547,2016,NEED_SCORE
m28720,551,2016,NEED_SCORE
m28721,548,2016,NEED_SCORE
m28722,551,2016,NEED_SCORE
m28723,558,2016,NEED_SCORE
m28724,555,2016,NEED_SCORE
m28725,550,2016,NEED_SCORE
m28726,559,2016,NEED_SCORE
m28727,548,2016,NEED_SCORE
m28728,549,2016,NEED_SCORE
m28729,551,2016,NEED_SCORE
m28730,555,2016,NEED_SCORE
m28731,554,2016,NEED_SCORE
m28732,553,2016,NEED_SCORE
m28733,549,2016,NEED_SCORE
m28734,589,2016,NEED_SCORE
m28736,560,2016,NEED_SCORE
m28737,552,2016,NEED_SCORE
m28738,548,2016,NEED_SCORE
m28739,548,2016,NEED_SCORE
m28740,578,2016,NEED_SCORE
m28741,555,2016,NEED_SCORE
m28742,549,2016,NEED_SCORE
m28743,557,2016,NEED_SCORE
m28744,559,2016,NEED_SCORE
m28745,547,2016,NEED_SCORE
m28746,560,2016,NEED_SCORE
m28748,523,2016,NEED_SCORE
m28749,540,2016,NEED_SCORE
m28750,540,2016,NEED_SCORE
m28751,548,2016,NEED_SCORE
m28752,540,2016,NEED_SCORE
m28753,546,2016,NEED_SCORE
m28754,554,2016,NEED_SCORE
m28755,545,2016,NEED_SCORE
m28756,550,2016,NEED_SCORE
m28757,551,2016,NEED_SCORE
m28758,545,2016,NEED_SCORE
m28759,543,2016,NEED_SCORE
m28760,523,2016,NEED_SCORE
m28761,545,2016,NEED_SCORE
m28762,548,2016,NEED_SCORE
m28763,547,2016,NEED_SCORE
m28765,448,2016,NEED_SCORE
m28766,460,2016,NEED_SCORE
m28767,481,2016,NEED_SCORE
m28768,461,2016,NEED_SCORE
m28769,473,2016,NEED_SCORE
m28770,432,2016,NEED_SCORE
m28771,417,2016,NEED_SCORE
m28772,439,2016,NEED_SCORE
m28773,438,2016,NEED_SCORE
m28775,534,2016,NEED_SCORE
m28776,514,2016,NEED_SCORE
m28777,517,2016,NEED_SCORE
m28778,528,2016,NEED_SCORE
m28779,527,2016,NEED_SCORE
m28780,540,2016,NEED_SCORE
m28781,529,2016,NEED_SCORE
m28782,518,2016,NEED_SCORE
m28783,522,2016,NEED_SCORE
m28784,523,2016,NEED_SCORE
m28785,515,2016,NEED_SCORE
m28786,521,2016,NEED_SCORE
m28787,515,2016,NEED_SCORE
m28788,514,2016,NEED_SCORE
m28789,533,2016,NEED_SCORE
m28790,516,2016,NEED_SCORE
m28791,537,2016,NEED_SCORE
m28792,527,2016,NEED_SCORE
m28793,526,2016,NEED_SCORE
m28794,532,2016,NEED_SCORE
m28795,538,2016,NEED_SCORE
m28796,542,2016,NEED_SCORE
m28797,538,2016,NEED_SCORE
m28798,540,2016,NEED_SCORE
m28799,531,2016,NEED_SCORE
m28800,551,2016,NEED_SCORE
m28801,547,2016,NEED_SCORE
m28802,534,2016,NEED_SCORE
m28803,538,2016,NEED_SCORE
m28804,526,2016,NEED_SCORE
m28805,535,2016,NEED_SCORE
m28807,530,2016,NEED_SCORE
m28808,528,2016,NEED_SCORE
m28809,526,2016,NEED_SCORE
m28810,541,2016,NEED_SCORE
m28811,526,2016,NEED_SCORE
m28812,534,2016,NEED_SCORE
m28813,537,2016,NEED_SCORE
m28814,529,2016,NEED_SCORE
m28815,528,2016,NEED_SCORE
m28816,600,y3,NEED_SCORE
m28817,600,y3,NEED_SCORE
m28818,600,y3,NEED_SCORE
m28819,600,y3,NEED_SCORE
m28820,599,y3,NEED_SCORE
m28821,599,y3,NEED_SCORE
m28822,599,y3,NEED_SCORE
m28823,599,y3,NEED_SCORE
m28824,599,y3,NEED_SCORE
m28825,598,y3,NEED_SCORE
m28826,598,y3,NEED_SCORE
m28827,598,y3,NEED_SCORE
m28828,598,y3,NEED_SCORE
m28829,598,y3,NEED_SCORE
m28830,598,y3,NEED_SCORE
m28831,597,y3,NEED_SCORE
m28832,597,y3,NEED_SCORE
m28833,597,y3,NEED_SCORE
m28834,597,y3,NEED_SCORE
m28835,597,y3,NEED_SCORE
m28836,611,y3,NEED_SCORE
m28837,610,y3,NEED_SCORE
m28838,608,y3,NEED_SCORE
m28839,607,y3,NEED_SCORE
m28840,606,y3,NEED_SCORE
m28841,606,y3,NEED_SCORE
m28842,605,y3,NEED_SCORE
m28843,604,y3,NEED_SCORE
m28844,603,y3,NEED_SCORE
m28845,602,y3,NEED_SCORE
m28846,602,y3,NEED_SCORE
m28847,601,y3,NEED_SCORE
m28848,614,y3,NEED_SCORE
m28849,612,y3,NEED_SCORE
m28850,612,y3,NEED_SCORE
m28851,612,y3,NEED_SCORE
m28852,611,y3,NEED_SCORE
m28853,609,y3,NEED_SCORE
m28854,608,y3,NEED_SCORE
m28855,607,y3,NEED_SCORE
m28856,607,y3,NEED_SCORE
m28857,607,y3,NEED_SCORE
m28858,606,y3,NEED_SCORE
m28859,606,y3,NEED_SCORE
m28860,606,y3,NEED_SCORE
m28861,606,y3,NEED_SCORE
m28862,605,y3,NEED_SCORE
m28863,605,y3,NEED_SCORE
m28864,604,y3,NEED_SCORE
m28865,604,y3,NEED_SCORE
m28866,604,y3,NEED_SCORE
m28867,604,y3,NEED_SCORE
m28868,604,y3,NEED_SCORE
m28869,571,y3,NEED_SCORE
m28870,571,y3,NEED_SCORE
m28871,568,y3,NEED_SCORE
m28872,567,y3,NEED_SCORE
m28873,565,y3,NEED_SCORE
m28874,565,y3,NEED_SCORE
m28875,564,y3,NEED_SCORE
m28876,563,y3,NEED_SCORE
m28877,562,y3,NEED_SCORE
m28878,562,y3,NEED_SCORE
m28879,562,y3,NEED_SCORE
m28880,561,y3,NEED_SCORE
m28881,561,y3,NEED_SCORE
m28882,560,y3,NEED_SCORE
m28883,559,y3,NEED_SCORE
m28884,559,y3,NEED_SCORE
m28885,559,y3,NEED_SCORE
m28886,558,y3,NEED_SCORE
m28887,558,y3,NEED_SCORE
m28888,558,y3,NEED_SCORE
m28889,557,y3,NEED_SCORE
m28890,590,y3,NEED_SCORE
m28891,584,y3,NEED_SCORE
m28892,580,y3,NEED_SCORE
m28893,579,y3,NEED_SCORE
m28894,578,y3,NEED_SCORE
m28895,574,y3,NEED_SCORE
m28896,574,y3,NEED_SCORE
m28897,573,y3,NEED_SCORE
m28898,570,y3,NEED_SCORE
m28899,568,y3,NEED_SCORE
m28900,566,y3,NEED_SCORE
m28901,565,y3,NEED_SCORE
m28902,563,y3,NEED_SCORE
m28903,549,y3,NEED_SCORE
m28904,549,y3,NEED_SCORE
m28905,549,y3,NEED_SCORE
m28906,601,y3,NEED_SCORE
m28907,596,y3,NEED_SCORE
m28908,595,y3,NEED_SCORE
m28909,591,y3,NEED_SCORE
m28910,589,y3,NEED_SCORE
m28911,589,y3,NEED_SCORE
m28912,587,y3,NEED_SCORE
m28913,587,y3,NEED_SCORE
m28914,587,y3,NEED_SCORE
m28915,585,y3,NEED_SCORE
m28916,584,y3,NEED_SCORE
m28917,584,y3,NEED_SCORE
m28918,584,y3,NEED_SCORE
m28919,584,y3,NEED_SCORE
m28920,584,y3,NEED_SCORE
m28921,583,y3,NEED_SCORE
m28922,583,y3,NEED_SCORE
m28923,582,y3,NEED_SCORE
m28924,582,y3,NEED_SCORE
m28925,582,y3,NEED_SCORE
m28926,584,y3,NEED_SCORE
m28927,581,y3,NEED_SCORE
m28928,578,y3,NEED_SCORE
m28929,578,y3,NEED_SCORE
m28930,577,y3,NEED_SCORE
m28931,577,y3,NEED_SCORE
m28932,577,y3,NEED_SCORE
m28933,576,y3,NEED_SCORE
m28934,576,y3,NEED_SCORE
m28935,575,y3,NEED_SCORE
m28936,574,y3,NEED_SCORE
m28937,574,y3,NEED_SCORE
m28938,573,y3,NEED_SCORE
m28939,572,y3,NEED_SCORE
m28940,572,y3,NEED_SCORE
m28941,571,y3,NEED_SCORE
m28942,571,y3,NEED_SCORE
m28943,571,y3,NEED_SCORE
m28944,571,y3,NEED_SCORE
m28945,570,y3,NEED_SCORE
m28946,570,y3,NEED_SCORE
m28947,592,y3,NEED_SCORE
m28948,584,y3,NEED_SCORE
m28949,582,y3,NEED_SCORE
m28950,581,y3,NEED_SCORE
m28951,581,y3,NEED_SCORE
m28952,579,y3,NEED_SCORE
m28953,579,y3,NEED_SCORE
m28954,578,y3,NEED_SCORE
m28955,577,y3,NEED_SCORE
m28956,576,y3,NEED_SCORE
m28957,575,y3,NEED_SCORE
m28958,574,y3,NEED_SCORE
m28959,574,y3,NEED_SCORE
m28960,573,y3,NEED_SCORE
m28961,573,y3,NEED_SCORE
m28962,573,y3,NEED_SCORE
m28963,572,y3,NEED_SCORE
m28964,572,y3,NEED_SCORE
m28965,572,y3,NEED_SCORE
m28966,572,y3,NEED_SCORE
m28967,572,y3,NEED_SCORE
m28968,373,y3,NEED_SCORE
m28969,373,y3,NEED_SCORE
m28970,372,y3,NEED_SCORE
m28971,371,y3,NEED_SCORE
m28972,371,y3,NEED_SCORE
m28973,371,y3,NEED_SCORE
m28974,370,y3,NEED_SCORE
m28975,370,y3,NEED_SCORE
m28976,370,y3,NEED_SCORE
m28977,370,y3,NEED_SCORE
m28978,370,y3,NEED_SCORE
m28979,370,y3,NEED_SCORE
m28980,370,y3,NEED_SCORE
m28981,369,y3,NEED_SCORE
m28982,369,y3,NEED_SCORE
m28983,369,y3,NEED_SCORE
m28984,369,y3,NEED_SCORE
m28985,369,y3,NEED_SCORE
m28986,369,y3,NEED_SCORE
m28987,369,y3,NEED_SCORE
m28988,589,y3,NEED_SCORE
m28989,588,y3,NEED_SCORE
m28990,587,y3,NEED_SCORE
m28991,585,y3,NEED_SCORE
m28992,584,y3,NEED_SCORE
m28993,584,y3,NEED_SCORE
m28994,583,y3,NEED_SCORE
m28995,583,y3,NEED_SCORE
m28996,582,y3,NEED_SCORE
m28997,582,y3,NEED_SCORE
m28998,581,y3,NEED_SCORE
m28999,581,y3,NEED_SCORE
m29000,581,y3,NEED_SCORE
m29001,581,y3,NEED_SCORE
m29002,580,y3,NEED_SCORE
m29003,580,y3,NEED_SCORE
m29004,580,y3,NEED_SCORE
m29005,580,y3,NEED_SCORE
m29006,580,y3,NEED_SCORE
m29007,580,y3,NEED_SCORE
m29008,580,y3,NEED_SCORE
m29009,575,y3,NEED_SCORE
m29010,574,y3,NEED_SCORE
m29011,571,y3,NEED_SCORE
m29012,563,y3,NEED_SCORE
m29013,559,y3,NEED_SCORE
m29014,559,y3,NEED_SCORE
m29015,558,y3,NEED_SCORE
m29016,558,y3,NEED_SCORE
m29017,558,y3,NEED_SCORE
m29018,555,y3,NEED_SCORE
m29019,555,y3,NEED_SCORE
m29020,592,y3,NEED_SCORE
m29021,590,y3,NEED_SCORE
m29022,588,y3,NEED_SCORE
m29023,585,y3,NEED_SCORE
m29024,585,y3,NEED_SCORE
m29025,585,y3,NEED_SCORE
m29026,584,y3,NEED_SCORE
m29027,583,y3,NEED_SCORE
m29028,583,y3,NEED_SCORE
m29029,583,y3,NEED_SCORE
m29030,602,y3,NEED_SCORE
m29031,599,y3,NEED_SCORE
m29032,599,y3,NEED_SCORE
m29033,599,y3,NEED_SCORE
m29034,596,y3,NEED_SCORE
m29035,596,y3,NEED_SCORE
m29036,595,y3,NEED_SCORE
m29037,594,y3,NEED_SCORE
m29038,594,y3,NEED_SCORE
m29039,593,y3,NEED_SCORE
m29040,593,y3,NEED_SCORE
m29041,593,y3,NEED_SCORE
m29042,593,y3,NEED_SCORE
m29043,593,y3,NEED_SCORE
m29044,593,y3,NEED_SCORE
m29045,592,y3,NEED_SCORE
m29046,592,y3,NEED_SCORE
m29047,591,y3,NEED_SCORE
m29048,591,y3,NEED_SCORE
m29049,591,y3,NEED_SCORE
m29050,591,y3,NEED_SCORE
m29051,605,y3,NEED_SCORE
m29052,602,y3,NEED_SCORE
m29053,602,y3,NEED_SCORE
m29054,600,y3,NEED_SCORE
m29055,596,y3,NEED_SCORE
m29056,595,y3,NEED_SCORE
m29057,593,y3,NEED_SCORE
m29058,593,y3,NEED_SCORE
m29059,592,y3,NEED_SCORE
m29060,592,y3,NEED_SCORE
m29061,592,y3,NEED_SCORE
m29062,592,y3,NEED_SCORE
m29063,591,y3,NEED_SCORE
m29064,591,y3,NEED_SCORE
m29065,591,y3,NEED_SCORE
m29066,591,y3,NEED_SCORE
m29067,590,y3,NEED_SCORE
m29068,590,y3,NEED_SCORE
m29069,590,y3,NEED_SCORE
m29070,590,y3,NEED_SCORE
m29071,590,y3,NEED_SCORE
m29072,583,y3,NEED_SCORE
m29073,583,y3,NEED_SCORE
m29074,582,y3,NEED_SCORE
m29075,579,y3,NEED_SCORE
m29076,578,y3,NEED_SCORE
m29077,578,y3,NEED_SCORE
m29078,578,y3,NEED_SCORE
m29079,578,y3,NEED_SCORE
m29080,577,y3,NEED_SCORE
m29081,577,y3,NEED_SCORE
m29082,577,y3,NEED_SCORE
m29083,577,y3,NEED_SCORE
m29084,577,y3,NEED_SCORE
m29085,577,y3,NEED_SCORE
m29086,577,y3,NEED_SCORE
m29087,577,y3,NEED_SCORE
m29088,576,y3,NEED_SCORE
m29089,576,y3,NEED_SCORE
m29090,576,y3,NEED_SCORE
m29091,576,y3,NEED_SCORE
m29092,576,y3,NEED_SCORE
m29093,585,y3,NEED_SCORE
m29094,584,y3,NEED_SCORE
m29095,583,y3,NEED_SCORE
m29096,581,y3,NEED_SCORE
m29097,579,y3,NEED_SCORE
m29098,578,y3,NEED_SCORE
m29099,578,y3,NEED_SCORE
m29100,578,y3,NEED_SCORE
m29101,577,y3,NEED_SCORE
m29102,577,y3,NEED_SCORE
m29103,577,y3,NEED_SCORE
m29104,576,y3,NEED_SCORE
m29105,576,y3,NEED_SCORE
m29106,576,y3,NEED_SCORE
m29107,575,y3,NEED_SCORE
m29108,575,y3,NEED_SCORE
m29109,575,y3,NEED_SCORE
m29110,575,y3,NEED_SCORE
m29111,575,y3,NEED_SCORE
m29112,575,y3,NEED_SCORE
m29113,574,y3,NEED_SCORE
m29114,557,y3,NEED_SCORE
m29115,555,y3,NEED_SCORE
m29116,554,y3,NEED_SCORE
m29117,553,y3,NEED_SCORE
m29118,553,y3,NEED_SCORE
m29119,553,y3,NEED_SCORE
m29120,552,y3,NEED_SCORE
m29121,552,y3,NEED_SCORE
m29122,552,y3,NEED_SCORE
m29123,552,y3,NEED_SCORE
m29124,552,y3,NEED_SCORE
m29125,552,y3,NEED_SCORE
m29126,592,y3,NEED_SCORE
m29127,590,y3,NEED_SCORE
m29128,585,y3,NEED_SCORE
m29129,585,y3,NEED_SCORE
m29130,585,y3,NEED_SCORE
m29131,585,y3,NEED_SCORE
m29132,584,y3,NEED_SCORE
m29133,584,y3,NEED_SCORE
m29134,582,y3,NEED_SCORE
m29135,582,y3,NEED_SCORE
m29136,581,y3,NEED_SCORE
m29137,684,y3,NEED_SCORE
m29138,681,y3,NEED_SCORE
m29139,676,y3,NEED_SCORE
m29140,676,y3,NEED_SCORE
m29141,675,y3,NEED_SCORE
m29142,603,y3,NEED_SCORE
m29143,602,y3,NEED_SCORE
m29144,601,y3,NEED_SCORE
m29145,598,y3,NEED_SCORE
m29146,596,y3,NEED_SCORE
m29147,596,y3,NEED_SCORE
m29148,595,y3,NEED_SCORE
m29149,593,y3,NEED_SCORE
m29150,591,y3,NEED_SCORE
m29151,591,y3,NEED_SCORE
m29152,590,y3,NEED_SCORE
m29153,589,y3,NEED_SCORE
m29154,587,y3,NEED_SCORE
m29155,587,y3,NEED_SCORE
m29156,587,y3,NEED_SCORE
m29157,586,y3,NEED_SCORE
m29158,585,y3,NEED_SCORE
m29159,585,y3,NEED_SCORE
m29160,633,y3,NEED_SCORE
m29161,633,y3,NEED_SCORE
m29162,631,y3,NEED_SCORE
m29163,630,y3,NEED_SCORE
m29164,628,y3,NEED_SCORE
m29165,628,y3,NEED_SCORE
m29166,626,y3,NEED_SCORE
m29167,624,y3,NEED_SCORE
m29168,624,y3,NEED_SCORE
m29169,624,y3,NEED_SCORE
m29170,624,y3,NEED_SCORE
m29171,623,y3,NEED_SCORE
m29172,623,y3,NEED_SCORE
m29173,623,y3,NEED_SCORE
m29174,623,y3,NEED_SCORE
m29175,622,y3,NEED_SCORE
m29176,622,y3,NEED_SCORE
m29177,622,y3,NEED_SCORE
m29178,622,y3,NEED_SCORE
m29179,622,y3,NEED_SCORE
m29180,622,y3,NEED_SCORE
m29181,559,y3,NEED_SCORE
m29182,559,y3,NEED_SCORE
m29183,557,y3,NEED_SCORE
m29184,555,y3,NEED_SCORE
m29185,555,y3,NEED_SCORE
m29186,553,y3,NEED_SCORE
m29187,553,y3,NEED_SCORE
m29188,553,y3,NEED_SCORE
m29189,552,y3,NEED_SCORE
m29190,552,y3,NEED_SCORE
m29191,551,y3,NEED_SCORE
m29192,550,y3,NEED_SCORE
m29193,550,y3,NEED_SCORE
m29194,549,y3,NEED_SCORE
m29195,587,y3,NEED_SCORE
m29196,587,y3,NEED_SCORE
m29197,586,y3,NEED_SCORE
m29198,586,y3,NEED_SCORE
m29199,584,y3,NEED_SCORE
m29200,583,y3,NEED_SCORE
m29201,582,y3,NEED_SCORE
m29202,581,y3,NEED_SCORE
m29203,463,y3,NEED_SCORE
m29204,512,y3,NEED_SCORE
m29205,581,y3,NEED_SCORE
m29206,580,y3,NEED_SCORE
m29207,576,y3,NEED_SCORE
m29208,570,y3,NEED_SCORE
m29209,570,y3,NEED_SCORE
m29210,569,y3,NEED_SCORE
m29211,569,y3,NEED_SCORE
m29212,569,y3,NEED_SCORE
m29213,568,y3,NEED_SCORE
m29214,568,y3,NEED_SCORE
m29215,567,y3,NEED_SCORE
m29216,565,y3,NEED_SCORE
m29217,565,y3,NEED_SCORE
m29218,565,y3,NEED_SCORE
m29219,564,y3,NEED_SCORE
m29220,563,y3,NEED_SCORE
m29221,563,y3,NEED_SCORE
m29222,563,y3,NEED_SCORE
m29223,562,y3,NEED_SCORE
m29224,562,y3,NEED_SCORE
m29225,554,y3,NEED_SCORE
m29226,549,y3,NEED_SCORE
m29227,548,y3,NEED_SCORE
m29228,546,y3,NEED_SCORE
m29229,546,y3,NEED_SCORE
m29230,546,y3,NEED_SCORE
m29231,544,y3,NEED_SCORE
m29232,543,y3,NEED_SCORE
m29233,543,y3,NEED_SCORE
m29234,542,y3,NEED_SCORE
m29235,542,y3,NEED_SCORE
m29236,541,y3,NEED_SCORE
m29237,541,y3,NEED_SCORE
m29238,462,y3,NEED_SCORE
m29239,459,y3,NEED_SCORE
m29240,458,y3,NEED_SCORE
m29241,457,y3,NEED_SCORE
m29242,457,y3,NEED_SCORE
m29243,531,y3,NEED_SCORE
m29244,525,y3,NEED_SCORE
m29245,513,y3,NEED_SCORE
m29246,512,y3,NEED_SCORE
m29247,512,y3,NEED_SCORE
m29248,511,y3,NEED_SCORE
m29249,511,y3,NEED_SCORE
m29250,511,y3,NEED_SCORE
m29251,510,y3,NEED_SCORE
m29252,510,y3,NEED_SCORE
m29253,509,y3,NEED_SCORE
m29254,507,y3,NEED_SCORE
m29255,532,y3,NEED_SCORE
m29256,529,y3,NEED_SCORE
m29257,526,y3,NEED_SCORE
m29258,528,y3,NEED_SCORE
m29259,527,y3,NEED_SCORE
m29260,526,y3,NEED_SCORE
m29261,526,y3,NEED_SCORE
m29262,609,y3,NEED_SCORE
m29263,607,y3,NEED_SCORE
m29264,606,y3,NEED_SCORE
m29265,580,y3,NEED_SCORE
m29266,571,y3,NEED_SCORE
m29267,618,y3,NEED_SCORE
m29268,616,y3,NEED_SCORE
m29269,616,y3,NEED_SCORE
m29270,571,y3,NEED_SCORE
m29271,569,y3,NEED_SCORE
m29272,569,y3,NEED_SCORE
m29273,570,y3,NEED_SCORE
m29274,568,y3,NEED_SCORE
m29275,567,y3,NEED_SCORE
m29276,363,y3,NEED_SCORE
m29277,363,y3,NEED_SCORE
m29278,362,y3,NEED_SCORE
m29279,599,y3,NEED_SCORE
m29280,599,y3,NEED_SCORE
m29281,598,y3,NEED_SCORE
m29282,596,y3,NEED_SCORE
m29283,594,y3,NEED_SCORE
m29284,593,y3,NEED_SCORE
m29285,591,y3,NEED_SCORE
m29286,591,y3,NEED_SCORE
m29287,590,y3,NEED_SCORE
m29288,590,y3,NEED_SCORE
m29289,589,y3,NEED_SCORE
m29290,582,y3,NEED_SCORE
m29291,581,y3,NEED_SCORE
m29292,581,y3,NEED_SCORE
m29293,602,y3,NEED_SCORE
m29294,602,y3,NEED_SCORE
m29295,602,y3,NEED_SCORE
m29296,726,y3,NEED_SCORE
m29297,608,y3,NEED_SCORE
m29298,605,y3,NEED_SCORE
m29299,605,y3,NEED_SCORE
m29300,587,y3,NEED_SCORE
m29301,585,y3,NEED_SCORE
m29302,583,y3,NEED_SCORE
m29303,600,y2,NEED_SCORE
m29304,600,y2,NEED_SCORE
m29305,599,y2,NEED_SCORE
m29306,599,y2,NEED_SCORE
m29307,598,y2,NEED_SCORE
m29308,598,y2,NEED_SCORE
m29309,598,y2,NEED_SCORE
m29310,598,y2,NEED_SCORE
m29311,597,y2,NEED_SCORE
m29312,597,y2,NEED_SCORE
m29313,596,y2,NEED_SCORE
m29314,596,y2,NEED_SCORE
m29315,596,y2,NEED_SCORE
m29316,596,y2,NEED_SCORE
m29317,595,y2,NEED_SCORE
m29318,595,y2,NEED_SCORE
m29319,595,y2,NEED_SCORE
m29320,595,y2,NEED_SCORE
m29321,595,y2,NEED_SCORE
m29322,595,y2,NEED_SCORE
m29323,595,y2,NEED_SCORE
m29324,595,y2,NEED_SCORE
m29325,594,y2,NEED_SCORE
m29326,594,y2,NEED_SCORE
m29327,594,y2,NEED_SCORE
m29328,606,y2,NEED_SCORE
m29329,606,y2,NEED_SCORE
m29330,605,y2,NEED_SCORE
m29331,604,y2,NEED_SCORE
m29332,603,y2,NEED_SCORE
m29333,603,y2,NEED_SCORE
m29334,603,y2,NEED_SCORE
m29335,602,y2,NEED_SCORE
m29336,601,y2,NEED_SCORE
m29337,601,y2,NEED_SCORE
m29338,601,y2,NEED_SCORE
m29339,601,y2,NEED_SCORE
m29340,600,y2,NEED_SCORE
m29341,634,y2,NEED_SCORE
m29342,631,y2,NEED_SCORE
m29343,629,y2,NEED_SCORE
m29344,628,y2,NEED_SCORE
m29345,627,y2,NEED_SCORE
m29346,626,y2,NEED_SCORE
m29347,626,y2,NEED_SCORE
m29348,626,y2,NEED_SCORE
m29349,626,y2,NEED_SCORE
m29350,626,y2,NEED_SCORE
m29351,625,y2,NEED_SCORE
m29352,625,y2,NEED_SCORE
m29353,624,y2,NEED_SCORE
m29354,624,y2,NEED_SCORE
m29355,624,y2,NEED_SCORE
m29356,623,y2,NEED_SCORE
m29357,623,y2,NEED_SCORE
m29358,622,y2,NEED_SCORE
m29359,622,y2,NEED_SCORE
m29360,621,y2,NEED_SCORE
m29361,621,y2,NEED_SCORE
m29362,621,y2,NEED_SCORE
m29363,619,y2,NEED_SCORE
m29364,619,y2,NEED_SCORE
m29365,619,y2,NEED_SCORE
m29366,618,y2,NEED_SCORE
m29367,583,y2,NEED_SCORE
m29368,582,y2,NEED_SCORE
m29369,579,y2,NEED_SCORE
m29370,578,y2,NEED_SCORE
m29371,578,y2,NEED_SCORE
m29372,578,y2,NEED_SCORE
m29373,577,y2,NEED_SCORE
m29374,576,y2,NEED_SCORE
m29375,576,y2,NEED_SCORE
m29376,574,y2,NEED_SCORE
m29377,573,y2,NEED_SCORE
m29378,573,y2,NEED_SCORE
m29379,573,y2,NEED_SCORE
m29380,573,y2,NEED_SCORE
m29381,572,y2,NEED_SCORE
m29382,572,y2,NEED_SCORE
m29383,571,y2,NEED_SCORE
m29384,571,y2,NEED_SCORE
m29385,571,y2,NEED_SCORE
m29386,571,y2,NEED_SCORE
m29387,571,y2,NEED_SCORE
m29388,571,y2,NEED_SCORE
m29389,570,y2,NEED_SCORE
m29390,570,y2,NEED_SCORE
m29391,570,y2,NEED_SCORE
m29392,570,y2,NEED_SCORE
m29393,600,y2,NEED_SCORE
m29394,599,y2,NEED_SCORE
m29395,597,y2,NEED_SCORE
m29396,590,y2,NEED_SCORE
m29397,585,y2,NEED_SCORE
m29398,585,y2,NEED_SCORE
m29399,583,y2,NEED_SCORE
m29400,582,y2,NEED_SCORE
m29401,581,y2,NEED_SCORE
m29402,579,y2,NEED_SCORE
m29403,579,y2,NEED_SCORE
m29404,578,y2,NEED_SCORE
m29405,575,y2,NEED_SCORE
m29406,574,y2,NEED_SCORE
m29407,573,y2,NEED_SCORE
m29408,569,y2,NEED_SCORE
m29409,566,y2,NEED_SCORE
m29410,562,y2,NEED_SCORE
m29411,608,y2,NEED_SCORE
m29412,604,y2,NEED_SCORE
m29413,602,y2,NEED_SCORE
m29414,598,y2,NEED_SCORE
m29415,598,y2,NEED_SCORE
m29416,598,y2,NEED_SCORE
m29417,597,y2,NEED_SCORE
m29418,594,y2,NEED_SCORE
m29419,593,y2,NEED_SCORE
m29420,593,y2,NEED_SCORE
m29421,592,y2,NEED_SCORE
m29422,592,y2,NEED_SCORE
m29423,591,y2,NEED_SCORE
m29424,590,y2,NEED_SCORE
m29425,590,y2,NEED_SCORE
m29426,589,y2,NEED_SCORE
m29427,589,y2,NEED_SCORE
m29428,589,y2,NEED_SCORE
m29429,588,y2,NEED_SCORE
m29430,588,y2,NEED_SCORE
m29431,588,y2,NEED_SCORE
m29432,588,y2,NEED_SCORE
m29433,588,y2,NEED_SCORE
m29434,587,y2,NEED_SCORE
m29435,582,y2,NEED_SCORE
m29436,582,y2,NEED_SCORE
m29437,581,y2,NEED_SCORE
m29438,581,y2,NEED_SCORE
m29439,580,y2,NEED_SCORE
m29440,576,y2,NEED_SCORE
m29441,576,y2,NEED_SCORE
m29442,575,y2,NEED_SCORE
m29443,575,y2,NEED_SCORE
m29444,574,y2,NEED_SCORE
m29445,574,y2,NEED_SCORE
m29446,573,y2,NEED_SCORE
m29447,573,y2,NEED_SCORE
m29448,572,y2,NEED_SCORE
m29449,572,y2,NEED_SCORE
m29450,572,y2,NEED_SCORE
m29451,571,y2,NEED_SCORE
m29452,570,y2,NEED_SCORE
m29453,570,y2,NEED_SCORE
m29454,570,y2,NEED_SCORE
m29455,569,y2,NEED_SCORE
m29456,569,y2,NEED_SCORE
m29457,569,y2,NEED_SCORE
m29458,569,y2,NEED_SCORE
m29459,569,y2,NEED_SCORE
m29460,592,y2,NEED_SCORE
