major (origin),major2 (disambiguated),ID
法学（瀚德实验班2班法语，仅招有专业志愿考生）,法学,301
法学类,法学,301
法学类（卓越人才实验班）,法学,301
法学类（卓越法律人才实验班）,法学,301
法学类(卓越法律人才实验班）,法学,301
法学类（法学）,法学,301
法学类(法学、社会学),法学,301
法学类（法学、知识产权）,法学,301
法学类(法学、知识产权),法学,301
法律（民商法律）,法学,301
法语,外国语言文学,502
法语（中外合作办学）,外国语言文学,502
法语（国际关系）,外国语言文学;政治学,502;302
油气储运工程,石油与天然气工程,820
油气储运工程(面向泉州),石油与天然气工程,820
油气储运工程（面向泉州）,石油与天然气工程,820
波兰语,外国语言文学,502
波斯语,外国语言文学,502
治安学,"工商管理;农林经济管理;公共管理;图书情报与档案管理",1202;1203;1204;1205
学前教育,教育学,401
学前教育（仅招有专业志愿考生）,教育学,401
学前教育（仅招有专业志愿报考考生）,教育学,401
学前教育（公费师范生，仅招有专业志愿考生）,教育学,401
学前教育(师范),教育学,401
学前教育（师范）,教育学,401
学前教育（师范类),教育学,401
学前教育（师范类）,教育学,401
学前教育（免费师范）,教育学,401
学前教育（预科）,教育学,401
学前教育类,教育学,401
宝石及材料工艺学,材料科学与工程,805
审计学,应用经济学,202
空间电子信息类,地球物理学,708
空间科学与技术,航空宇航科学与技术,825
空间信息与数字技术,地质资源与地质工程,818
房地产开发与管理,公共管理,1204
视觉传达设计,艺术学,504
