:START_ID,:END_ID,:TYPE
m72,p31,ESTABLISHED_IN
m73,p11,ESTABLISHED_IN
m74,p11,ESTABLISHED_IN
m75,p32,ESTABLISHED_IN
m76,p32,ESTABLISHED_IN
m77,p17,ESTABLISHED_IN
m78,p17,ESTABLISHED_IN
m79,p23,ESTABLISHED_IN
m80,p23,ESTABLISHED_IN
m81,p16,ESTABLISHED_IN
m82,p16,ESTABLISHED_IN
m83,p27,ESTABLISHED_IN
m84,p27,ESTABLISHED_IN
m85,p33,ESTABLISHED_IN
m86,p33,ESTABLISHED_IN
m87,p28,ESTABLISHED_IN
m88,p28,ESTABLISHED_IN
m89,p14,ESTABLISHED_IN
m90,p14,ESTABLISHED_IN
m91,p22,ESTABLISHED_IN
m92,p22,ESTABLISHED_IN
m93,p18,ESTABLISHED_IN
m94,p18,ESTABLISHED_IN
m95,p30,ESTABLISHED_IN
m96,p30,ESTABLISHED_IN
m97,p5,ESTABLISHED_IN
m98,p5,ESTABLISHED_IN
m99,p20,ESTABLISHED_IN
m100,p20,ESTABLISHED_IN
m101,p21,ESTABLISHED_IN
m102,p21,ESTABLISHED_IN
m103,p9,ESTABLISHED_IN
m104,p9,ESTABLISHED_IN
m105,p15,ESTABLISHED_IN
m106,p15,ESTABLISHED_IN
m107,p29,ESTABLISHED_IN
m108,p29,ESTABLISHED_IN
m109,p24,ESTABLISHED_IN
m110,p24,ESTABLISHED_IN
m111,p13,ESTABLISHED_IN
m112,p4,ESTABLISHED_IN
m113,p4,ESTABLISHED_IN
m114,p25,ESTABLISHED_IN
m115,p25,ESTABLISHED_IN
m116,p6,ESTABLISHED_IN
m117,p6,ESTABLISHED_IN
m118,p27,ESTABLISHED_IN
m119,p27,ESTABLISHED_IN
m120,p17,ESTABLISHED_IN
m121,p17,ESTABLISHED_IN
m122,p10,ESTABLISHED_IN
m123,p10,ESTABLISHED_IN
m124,p1,ESTABLISHED_IN
m125,p1,ESTABLISHED_IN
m126,p2,ESTABLISHED_IN
m127,p2,ESTABLISHED_IN
m128,p11,ESTABLISHED_IN
m129,p11,ESTABLISHED_IN
m130,p3,ESTABLISHED_IN
m131,p3,ESTABLISHED_IN
m132,p19,ESTABLISHED_IN
m133,p19,ESTABLISHED_IN
m134,p12,ESTABLISHED_IN
m135,p12,ESTABLISHED_IN
m136,p33,ESTABLISHED_IN
m137,p33,ESTABLISHED_IN
m138,p31,ESTABLISHED_IN
m139,p31,ESTABLISHED_IN
m140,p14,ESTABLISHED_IN
m141,p14,ESTABLISHED_IN
m142,p23,ESTABLISHED_IN
m143,p23,ESTABLISHED_IN
m144,p32,ESTABLISHED_IN
m145,p32,ESTABLISHED_IN
m146,p20,ESTABLISHED_IN
m147,p20,ESTABLISHED_IN
m148,p28,ESTABLISHED_IN
m149,p28,ESTABLISHED_IN
m150,p5,ESTABLISHED_IN
m151,p5,ESTABLISHED_IN
m152,p21,ESTABLISHED_IN
m153,p21,ESTABLISHED_IN
m154,p30,ESTABLISHED_IN
m155,p30,ESTABLISHED_IN
m156,p16,ESTABLISHED_IN
m157,p16,ESTABLISHED_IN
m158,p22,ESTABLISHED_IN
m159,p22,ESTABLISHED_IN
m160,p18,ESTABLISHED_IN
m161,p18,ESTABLISHED_IN
m162,p15,ESTABLISHED_IN
m163,p15,ESTABLISHED_IN
m164,p29,ESTABLISHED_IN
m165,p29,ESTABLISHED_IN
m166,p6,ESTABLISHED_IN
m167,p6,ESTABLISHED_IN
m168,p30,ESTABLISHED_IN
m169,p30,ESTABLISHED_IN
m170,p1,ESTABLISHED_IN
m171,p1,ESTABLISHED_IN
m172,p10,ESTABLISHED_IN
m173,p10,ESTABLISHED_IN
m174,p20,ESTABLISHED_IN
m175,p20,ESTABLISHED_IN
m176,p14,ESTABLISHED_IN
m177,p14,ESTABLISHED_IN
m178,p27,ESTABLISHED_IN
m179,p27,ESTABLISHED_IN
m180,p32,ESTABLISHED_IN
m181,p32,ESTABLISHED_IN
m182,p12,ESTABLISHED_IN
m183,p12,ESTABLISHED_IN
m184,p11,ESTABLISHED_IN
m185,p11,ESTABLISHED_IN
m186,p17,ESTABLISHED_IN
m187,p17,ESTABLISHED_IN
m188,p22,ESTABLISHED_IN
m189,p22,ESTABLISHED_IN
m190,p3,ESTABLISHED_IN
m191,p3,ESTABLISHED_IN
m192,p33,ESTABLISHED_IN
m193,p33,ESTABLISHED_IN
m194,p5,ESTABLISHED_IN
m195,p5,ESTABLISHED_IN
m196,p28,ESTABLISHED_IN
m197,p28,ESTABLISHED_IN
m198,p23,ESTABLISHED_IN
m199,p23,ESTABLISHED_IN
m200,p21,ESTABLISHED_IN
m201,p21,ESTABLISHED_IN
m202,p28,ESTABLISHED_IN
m203,p28,ESTABLISHED_IN
m204,p25,ESTABLISHED_IN
m205,p25,ESTABLISHED_IN
m206,p19,ESTABLISHED_IN
m207,p19,ESTABLISHED_IN
m208,p30,ESTABLISHED_IN
m209,p30,ESTABLISHED_IN
m210,p24,ESTABLISHED_IN
m211,p24,ESTABLISHED_IN
m212,p29,ESTABLISHED_IN
m213,p29,ESTABLISHED_IN
m214,p14,ESTABLISHED_IN
m215,p14,ESTABLISHED_IN
m216,p3,ESTABLISHED_IN
m217,p3,ESTABLISHED_IN
m218,p17,ESTABLISHED_IN
m219,p17,ESTABLISHED_IN
m220,p1,ESTABLISHED_IN
m221,p1,ESTABLISHED_IN
m222,p12,ESTABLISHED_IN
m223,p12,ESTABLISHED_IN
m224,p21,ESTABLISHED_IN
m225,p21,ESTABLISHED_IN
m226,p22,ESTABLISHED_IN
m227,p22,ESTABLISHED_IN
m228,p23,ESTABLISHED_IN
m229,p23,ESTABLISHED_IN
m230,p4,ESTABLISHED_IN
m231,p4,ESTABLISHED_IN
m232,p11,ESTABLISHED_IN
m233,p11,ESTABLISHED_IN
m234,p18,ESTABLISHED_IN
m235,p18,ESTABLISHED_IN
m236,p34,ESTABLISHED_IN
m237,p34,ESTABLISHED_IN
m238,p31,ESTABLISHED_IN
m239,p31,ESTABLISHED_IN
m240,p6,ESTABLISHED_IN
m241,p6,ESTABLISHED_IN
m242,p16,ESTABLISHED_IN
m243,p16,ESTABLISHED_IN
m244,p10,ESTABLISHED_IN
m245,p10,ESTABLISHED_IN
m246,p5,ESTABLISHED_IN
m247,p5,ESTABLISHED_IN
m248,p9,ESTABLISHED_IN
m249,p9,ESTABLISHED_IN
m250,p33,ESTABLISHED_IN
m251,p33,ESTABLISHED_IN
m252,p2,ESTABLISHED_IN
m253,p2,ESTABLISHED_IN
m254,p20,ESTABLISHED_IN
m255,p20,ESTABLISHED_IN
m256,p32,ESTABLISHED_IN
m257,p32,ESTABLISHED_IN
m258,p13,ESTABLISHED_IN
m259,p13,ESTABLISHED_IN
m260,p27,ESTABLISHED_IN
m261,p27,ESTABLISHED_IN
m262,p9,ESTABLISHED_IN
m263,p9,ESTABLISHED_IN
m264,p9,ESTABLISHED_IN
m265,p28,ESTABLISHED_IN
m266,p28,ESTABLISHED_IN
m267,p30,ESTABLISHED_IN
m268,p30,ESTABLISHED_IN
m269,p29,ESTABLISHED_IN
m270,p29,ESTABLISHED_IN
m271,p14,ESTABLISHED_IN
m272,p14,ESTABLISHED_IN
m273,p3,ESTABLISHED_IN
m274,p3,ESTABLISHED_IN
m275,p17,ESTABLISHED_IN
m276,p17,ESTABLISHED_IN
m277,p1,ESTABLISHED_IN
m278,p1,ESTABLISHED_IN
m279,p12,ESTABLISHED_IN
m280,p22,ESTABLISHED_IN
m281,p22,ESTABLISHED_IN
m282,p23,ESTABLISHED_IN
m283,p23,ESTABLISHED_IN
m284,p11,ESTABLISHED_IN
m285,p11,ESTABLISHED_IN
m286,p34,ESTABLISHED_IN
m287,p34,ESTABLISHED_IN
m288,p31,ESTABLISHED_IN
m289,p31,ESTABLISHED_IN
m290,p6,ESTABLISHED_IN
m291,p6,ESTABLISHED_IN
m292,p5,ESTABLISHED_IN
m293,p5,ESTABLISHED_IN
m294,p33,ESTABLISHED_IN
m295,p33,ESTABLISHED_IN
m296,p15,ESTABLISHED_IN
m297,p15,ESTABLISHED_IN
m298,p20,ESTABLISHED_IN
m299,p20,ESTABLISHED_IN
m300,p32,ESTABLISHED_IN
m301,p32,ESTABLISHED_IN
m302,p27,ESTABLISHED_IN
m303,p27,ESTABLISHED_IN
m304,p25,ESTABLISHED_IN
m305,p25,ESTABLISHED_IN
m306,p2,ESTABLISHED_IN
m307,p2,ESTABLISHED_IN
m308,p17,ESTABLISHED_IN
m309,p17,ESTABLISHED_IN
m310,p10,ESTABLISHED_IN
m311,p10,ESTABLISHED_IN
m312,p34,ESTABLISHED_IN
m313,p34,ESTABLISHED_IN
m314,p18,ESTABLISHED_IN
m315,p18,ESTABLISHED_IN
m316,p23,ESTABLISHED_IN
m317,p23,ESTABLISHED_IN
m318,p12,ESTABLISHED_IN
m319,p12,ESTABLISHED_IN
m320,p4,ESTABLISHED_IN
m321,p4,ESTABLISHED_IN
m322,p28,ESTABLISHED_IN
m323,p28,ESTABLISHED_IN
m324,p19,ESTABLISHED_IN
m325,p19,ESTABLISHED_IN
m326,p11,ESTABLISHED_IN
m327,p11,ESTABLISHED_IN
m328,p16,ESTABLISHED_IN
m329,p16,ESTABLISHED_IN
m330,p1,ESTABLISHED_IN
m331,p1,ESTABLISHED_IN
m332,p21,ESTABLISHED_IN
m333,p21,ESTABLISHED_IN
m334,p22,ESTABLISHED_IN
m335,p22,ESTABLISHED_IN
m336,p24,ESTABLISHED_IN
m337,p24,ESTABLISHED_IN
m338,p29,ESTABLISHED_IN
m339,p29,ESTABLISHED_IN
m340,p3,ESTABLISHED_IN
m341,p3,ESTABLISHED_IN
m342,p27,ESTABLISHED_IN
m343,p27,ESTABLISHED_IN
m344,p33,ESTABLISHED_IN
m345,p33,ESTABLISHED_IN
m346,p14,ESTABLISHED_IN
m347,p14,ESTABLISHED_IN
m348,p32,ESTABLISHED_IN
m349,p32,ESTABLISHED_IN
m350,p5,ESTABLISHED_IN
m351,p5,ESTABLISHED_IN
m352,p30,ESTABLISHED_IN
m353,p30,ESTABLISHED_IN
m354,p6,ESTABLISHED_IN
m355,p6,ESTABLISHED_IN
m356,p31,ESTABLISHED_IN
m357,p31,ESTABLISHED_IN
m358,p20,ESTABLISHED_IN
m359,p20,ESTABLISHED_IN
m360,p25,ESTABLISHED_IN
m361,p25,ESTABLISHED_IN
m362,p2,ESTABLISHED_IN
m363,p2,ESTABLISHED_IN
m364,p17,ESTABLISHED_IN
m365,p17,ESTABLISHED_IN
m366,p10,ESTABLISHED_IN
m367,p10,ESTABLISHED_IN
m368,p34,ESTABLISHED_IN
m369,p34,ESTABLISHED_IN
m370,p18,ESTABLISHED_IN
m371,p18,ESTABLISHED_IN
m372,p23,ESTABLISHED_IN
m373,p23,ESTABLISHED_IN
m374,p12,ESTABLISHED_IN
m375,p12,ESTABLISHED_IN
m376,p4,ESTABLISHED_IN
m377,p4,ESTABLISHED_IN
m378,p28,ESTABLISHED_IN
m379,p28,ESTABLISHED_IN
m380,p19,ESTABLISHED_IN
m381,p19,ESTABLISHED_IN
m382,p11,ESTABLISHED_IN
m383,p11,ESTABLISHED_IN
m384,p16,ESTABLISHED_IN
m385,p16,ESTABLISHED_IN
m386,p1,ESTABLISHED_IN
m387,p1,ESTABLISHED_IN
m388,p21,ESTABLISHED_IN
m389,p21,ESTABLISHED_IN
m390,p22,ESTABLISHED_IN
m391,p22,ESTABLISHED_IN
m392,p24,ESTABLISHED_IN
m393,p24,ESTABLISHED_IN
m394,p29,ESTABLISHED_IN
m395,p29,ESTABLISHED_IN
m396,p3,ESTABLISHED_IN
m397,p3,ESTABLISHED_IN
m398,p27,ESTABLISHED_IN
m399,p27,ESTABLISHED_IN
m400,p33,ESTABLISHED_IN
m401,p33,ESTABLISHED_IN
m402,p14,ESTABLISHED_IN
m403,p14,ESTABLISHED_IN
m404,p32,ESTABLISHED_IN
m405,p32,ESTABLISHED_IN
m406,p5,ESTABLISHED_IN
m407,p5,ESTABLISHED_IN
m408,p30,ESTABLISHED_IN
m409,p30,ESTABLISHED_IN
m410,p6,ESTABLISHED_IN
m411,p6,ESTABLISHED_IN
m412,p31,ESTABLISHED_IN
m413,p31,ESTABLISHED_IN
m414,p20,ESTABLISHED_IN
m415,p20,ESTABLISHED_IN
m416,p35,ESTABLISHED_IN
m417,p35,ESTABLISHED_IN
m418,p25,ESTABLISHED_IN
m419,p25,ESTABLISHED_IN
m420,p2,ESTABLISHED_IN
m421,p2,ESTABLISHED_IN
m422,p17,ESTABLISHED_IN
m423,p17,ESTABLISHED_IN
m424,p10,ESTABLISHED_IN
m425,p10,ESTABLISHED_IN
m426,p34,ESTABLISHED_IN
m427,p34,ESTABLISHED_IN
m428,p18,ESTABLISHED_IN
m429,p18,ESTABLISHED_IN
m430,p23,ESTABLISHED_IN
m431,p23,ESTABLISHED_IN
m432,p12,ESTABLISHED_IN
m433,p12,ESTABLISHED_IN
m434,p4,ESTABLISHED_IN
m435,p4,ESTABLISHED_IN
m436,p28,ESTABLISHED_IN
m437,p28,ESTABLISHED_IN
m438,p19,ESTABLISHED_IN
m439,p19,ESTABLISHED_IN
m440,p11,ESTABLISHED_IN
m441,p11,ESTABLISHED_IN
m442,p16,ESTABLISHED_IN
m443,p16,ESTABLISHED_IN
m444,p1,ESTABLISHED_IN
m445,p1,ESTABLISHED_IN
m446,p21,ESTABLISHED_IN
m447,p21,ESTABLISHED_IN
m448,p22,ESTABLISHED_IN
m449,p22,ESTABLISHED_IN
m450,p24,ESTABLISHED_IN
m451,p24,ESTABLISHED_IN
m452,p29,ESTABLISHED_IN
m453,p29,ESTABLISHED_IN
m454,p3,ESTABLISHED_IN
m455,p3,ESTABLISHED_IN
m456,p27,ESTABLISHED_IN
m457,p27,ESTABLISHED_IN
m458,p33,ESTABLISHED_IN
m459,p33,ESTABLISHED_IN
m460,p14,ESTABLISHED_IN
m461,p14,ESTABLISHED_IN
m462,p32,ESTABLISHED_IN
m463,p32,ESTABLISHED_IN
m464,p5,ESTABLISHED_IN
m465,p5,ESTABLISHED_IN
m466,p30,ESTABLISHED_IN
m467,p30,ESTABLISHED_IN
m468,p6,ESTABLISHED_IN
m469,p6,ESTABLISHED_IN
m470,p31,ESTABLISHED_IN
m471,p31,ESTABLISHED_IN
m472,p20,ESTABLISHED_IN
m473,p20,ESTABLISHED_IN
m474,p35,ESTABLISHED_IN
m475,p35,ESTABLISHED_IN
m476,p25,ESTABLISHED_IN
m477,p25,ESTABLISHED_IN
m478,p25,ESTABLISHED_IN
m479,p25,ESTABLISHED_IN
m480,p25,ESTABLISHED_IN
m481,p25,ESTABLISHED_IN
m482,p25,ESTABLISHED_IN
m483,p25,ESTABLISHED_IN
m484,p25,ESTABLISHED_IN
m485,p25,ESTABLISHED_IN
m486,p25,ESTABLISHED_IN
m487,p25,ESTABLISHED_IN
m488,p25,ESTABLISHED_IN
m489,p25,ESTABLISHED_IN
m490,p25,ESTABLISHED_IN
m491,p25,ESTABLISHED_IN
m492,p25,ESTABLISHED_IN
m493,p25,ESTABLISHED_IN
m494,p25,ESTABLISHED_IN
m495,p25,ESTABLISHED_IN
m496,p25,ESTABLISHED_IN
m497,p25,ESTABLISHED_IN
m498,p25,ESTABLISHED_IN
m499,p25,ESTABLISHED_IN
m500,p25,ESTABLISHED_IN
m501,p25,ESTABLISHED_IN
m502,p25,ESTABLISHED_IN
m503,p25,ESTABLISHED_IN
m504,p25,ESTABLISHED_IN
m505,p25,ESTABLISHED_IN
m506,p25,ESTABLISHED_IN
m507,p25,ESTABLISHED_IN
m508,p25,ESTABLISHED_IN
m509,p2,ESTABLISHED_IN
m510,p2,ESTABLISHED_IN
m511,p2,ESTABLISHED_IN
m512,p2,ESTABLISHED_IN
m513,p2,ESTABLISHED_IN
m514,p2,ESTABLISHED_IN
m515,p2,ESTABLISHED_IN
m516,p2,ESTABLISHED_IN
m517,p2,ESTABLISHED_IN
m518,p2,ESTABLISHED_IN
m519,p2,ESTABLISHED_IN
m520,p2,ESTABLISHED_IN
m521,p2,ESTABLISHED_IN
m522,p2,ESTABLISHED_IN
m523,p2,ESTABLISHED_IN
m524,p2,ESTABLISHED_IN
m525,p2,ESTABLISHED_IN
m526,p2,ESTABLISHED_IN
m527,p2,ESTABLISHED_IN
m528,p2,ESTABLISHED_IN
m529,p17,ESTABLISHED_IN
m530,p17,ESTABLISHED_IN
m531,p17,ESTABLISHED_IN
m532,p17,ESTABLISHED_IN
m533,p17,ESTABLISHED_IN
m534,p17,ESTABLISHED_IN
m535,p17,ESTABLISHED_IN
m536,p17,ESTABLISHED_IN
m537,p17,ESTABLISHED_IN
m538,p17,ESTABLISHED_IN
m539,p17,ESTABLISHED_IN
m540,p17,ESTABLISHED_IN
m541,p17,ESTABLISHED_IN
m542,p17,ESTABLISHED_IN
m543,p17,ESTABLISHED_IN
m544,p17,ESTABLISHED_IN
m545,p17,ESTABLISHED_IN
m546,p17,ESTABLISHED_IN
m547,p17,ESTABLISHED_IN
m548,p17,ESTABLISHED_IN
m549,p17,ESTABLISHED_IN
m550,p17,ESTABLISHED_IN
m551,p17,ESTABLISHED_IN
m552,p17,ESTABLISHED_IN
m553,p17,ESTABLISHED_IN
m554,p17,ESTABLISHED_IN
m555,p17,ESTABLISHED_IN
m556,p17,ESTABLISHED_IN
m557,p17,ESTABLISHED_IN
m558,p17,ESTABLISHED_IN
m559,p17,ESTABLISHED_IN
m560,p17,ESTABLISHED_IN
m561,p17,ESTABLISHED_IN
m562,p17,ESTABLISHED_IN
m563,p10,ESTABLISHED_IN
m564,p10,ESTABLISHED_IN
m565,p10,ESTABLISHED_IN
m566,p10,ESTABLISHED_IN
m567,p10,ESTABLISHED_IN
m568,p10,ESTABLISHED_IN
m569,p10,ESTABLISHED_IN
m570,p10,ESTABLISHED_IN
m571,p10,ESTABLISHED_IN
m572,p10,ESTABLISHED_IN
m573,p10,ESTABLISHED_IN
m574,p10,ESTABLISHED_IN
m575,p10,ESTABLISHED_IN
m576,p10,ESTABLISHED_IN
m577,p10,ESTABLISHED_IN
m578,p10,ESTABLISHED_IN
m579,p10,ESTABLISHED_IN
m580,p10,ESTABLISHED_IN
m581,p10,ESTABLISHED_IN
m582,p10,ESTABLISHED_IN
m583,p10,ESTABLISHED_IN
m584,p10,ESTABLISHED_IN
m585,p10,ESTABLISHED_IN
m586,p10,ESTABLISHED_IN
m587,p10,ESTABLISHED_IN
m588,p10,ESTABLISHED_IN
m589,p10,ESTABLISHED_IN
m590,p34,ESTABLISHED_IN
m591,p34,ESTABLISHED_IN
m592,p34,ESTABLISHED_IN
m593,p34,ESTABLISHED_IN
m594,p34,ESTABLISHED_IN
m595,p34,ESTABLISHED_IN
m596,p34,ESTABLISHED_IN
m597,p34,ESTABLISHED_IN
m598,p34,ESTABLISHED_IN
m599,p34,ESTABLISHED_IN
m600,p34,ESTABLISHED_IN
m601,p34,ESTABLISHED_IN
m602,p34,ESTABLISHED_IN
m603,p34,ESTABLISHED_IN
m604,p34,ESTABLISHED_IN
m605,p34,ESTABLISHED_IN
m606,p34,ESTABLISHED_IN
m607,p34,ESTABLISHED_IN
m608,p34,ESTABLISHED_IN
m609,p18,ESTABLISHED_IN
m610,p18,ESTABLISHED_IN
m611,p18,ESTABLISHED_IN
m612,p18,ESTABLISHED_IN
m613,p18,ESTABLISHED_IN
m614,p18,ESTABLISHED_IN
m615,p18,ESTABLISHED_IN
m616,p18,ESTABLISHED_IN
m617,p18,ESTABLISHED_IN
m618,p18,ESTABLISHED_IN
m619,p18,ESTABLISHED_IN
m620,p18,ESTABLISHED_IN
m621,p18,ESTABLISHED_IN
m622,p18,ESTABLISHED_IN
m623,p18,ESTABLISHED_IN
m624,p18,ESTABLISHED_IN
m625,p18,ESTABLISHED_IN
m626,p18,ESTABLISHED_IN
m627,p18,ESTABLISHED_IN
m628,p18,ESTABLISHED_IN
m629,p18,ESTABLISHED_IN
m630,p18,ESTABLISHED_IN
m631,p18,ESTABLISHED_IN
m632,p18,ESTABLISHED_IN
m633,p23,ESTABLISHED_IN
m634,p23,ESTABLISHED_IN
m635,p23,ESTABLISHED_IN
m636,p23,ESTABLISHED_IN
m637,p23,ESTABLISHED_IN
m638,p23,ESTABLISHED_IN
m639,p23,ESTABLISHED_IN
m640,p23,ESTABLISHED_IN
m641,p23,ESTABLISHED_IN
m642,p23,ESTABLISHED_IN
m643,p23,ESTABLISHED_IN
m644,p23,ESTABLISHED_IN
m645,p23,ESTABLISHED_IN
m646,p23,ESTABLISHED_IN
m647,p23,ESTABLISHED_IN
m648,p23,ESTABLISHED_IN
m649,p23,ESTABLISHED_IN
m650,p23,ESTABLISHED_IN
m651,p23,ESTABLISHED_IN
m652,p23,ESTABLISHED_IN
m653,p23,ESTABLISHED_IN
m654,p23,ESTABLISHED_IN
m655,p23,ESTABLISHED_IN
m656,p23,ESTABLISHED_IN
m657,p23,ESTABLISHED_IN
m658,p23,ESTABLISHED_IN
m659,p12,ESTABLISHED_IN
m660,p12,ESTABLISHED_IN
m661,p12,ESTABLISHED_IN
m662,p12,ESTABLISHED_IN
m663,p12,ESTABLISHED_IN
m664,p12,ESTABLISHED_IN
m665,p12,ESTABLISHED_IN
m666,p12,ESTABLISHED_IN
m667,p12,ESTABLISHED_IN
m668,p12,ESTABLISHED_IN
m669,p12,ESTABLISHED_IN
m670,p12,ESTABLISHED_IN
m671,p12,ESTABLISHED_IN
m672,p12,ESTABLISHED_IN
m673,p12,ESTABLISHED_IN
m674,p12,ESTABLISHED_IN
m675,p12,ESTABLISHED_IN
m676,p12,ESTABLISHED_IN
m677,p12,ESTABLISHED_IN
m678,p12,ESTABLISHED_IN
m679,p12,ESTABLISHED_IN
m680,p12,ESTABLISHED_IN
m681,p12,ESTABLISHED_IN
m682,p12,ESTABLISHED_IN
m683,p12,ESTABLISHED_IN
m684,p12,ESTABLISHED_IN
m685,p9,ESTABLISHED_IN
m686,p9,ESTABLISHED_IN
m687,p9,ESTABLISHED_IN
m688,p9,ESTABLISHED_IN
m689,p9,ESTABLISHED_IN
m690,p9,ESTABLISHED_IN
m691,p9,ESTABLISHED_IN
m692,p9,ESTABLISHED_IN
m693,p4,ESTABLISHED_IN
m694,p4,ESTABLISHED_IN
m695,p4,ESTABLISHED_IN
m696,p4,ESTABLISHED_IN
m697,p4,ESTABLISHED_IN
m698,p4,ESTABLISHED_IN
m699,p4,ESTABLISHED_IN
m700,p4,ESTABLISHED_IN
m701,p4,ESTABLISHED_IN
m702,p4,ESTABLISHED_IN
m703,p4,ESTABLISHED_IN
m704,p4,ESTABLISHED_IN
m705,p4,ESTABLISHED_IN
m706,p4,ESTABLISHED_IN
m707,p4,ESTABLISHED_IN
m708,p4,ESTABLISHED_IN
m709,p4,ESTABLISHED_IN
m710,p4,ESTABLISHED_IN
m711,p4,ESTABLISHED_IN
m712,p4,ESTABLISHED_IN
m713,p4,ESTABLISHED_IN
m714,p4,ESTABLISHED_IN
m715,p13,ESTABLISHED_IN
m716,p13,ESTABLISHED_IN
m717,p13,ESTABLISHED_IN
m718,p13,ESTABLISHED_IN
m719,p13,ESTABLISHED_IN
m720,p13,ESTABLISHED_IN
m721,p13,ESTABLISHED_IN
m722,p13,ESTABLISHED_IN
m723,p13,ESTABLISHED_IN
m724,p13,ESTABLISHED_IN
m725,p13,ESTABLISHED_IN
m726,p13,ESTABLISHED_IN
m727,p13,ESTABLISHED_IN
m728,p13,ESTABLISHED_IN
m729,p13,ESTABLISHED_IN
m730,p13,ESTABLISHED_IN
m731,p13,ESTABLISHED_IN
m732,p28,ESTABLISHED_IN
m733,p28,ESTABLISHED_IN
m734,p28,ESTABLISHED_IN
m735,p28,ESTABLISHED_IN
m736,p28,ESTABLISHED_IN
m737,p28,ESTABLISHED_IN
m738,p28,ESTABLISHED_IN
m739,p28,ESTABLISHED_IN
m740,p28,ESTABLISHED_IN
m741,p28,ESTABLISHED_IN
m742,p28,ESTABLISHED_IN
m743,p28,ESTABLISHED_IN
m744,p28,ESTABLISHED_IN
m745,p28,ESTABLISHED_IN
m746,p28,ESTABLISHED_IN
m747,p28,ESTABLISHED_IN
m748,p28,ESTABLISHED_IN
m749,p28,ESTABLISHED_IN
m750,p28,ESTABLISHED_IN
m751,p28,ESTABLISHED_IN
m752,p28,ESTABLISHED_IN
m753,p28,ESTABLISHED_IN
m754,p28,ESTABLISHED_IN
m755,p28,ESTABLISHED_IN
m756,p28,ESTABLISHED_IN
m757,p28,ESTABLISHED_IN
m758,p28,ESTABLISHED_IN
m759,p28,ESTABLISHED_IN
m760,p28,ESTABLISHED_IN
m761,p28,ESTABLISHED_IN
m762,p28,ESTABLISHED_IN
m763,p28,ESTABLISHED_IN
m764,p28,ESTABLISHED_IN
m765,p28,ESTABLISHED_IN
m766,p28,ESTABLISHED_IN
m767,p19,ESTABLISHED_IN
m768,p19,ESTABLISHED_IN
m769,p19,ESTABLISHED_IN
m770,p19,ESTABLISHED_IN
m771,p19,ESTABLISHED_IN
m772,p19,ESTABLISHED_IN
m773,p19,ESTABLISHED_IN
m774,p19,ESTABLISHED_IN
m775,p19,ESTABLISHED_IN
