:START_ID,:END_ID,:TYPE
c10001,m460,HAS
c10001,m461,HAS
c10001,m462,HAS
c10001,m463,HAS
c10001,m464,HAS
c10001,m465,HAS
c10001,m466,HAS
c10001,m467,HAS
c10001,m468,HAS
c10001,m469,HAS
c10001,m470,HAS
c10001,m471,HAS
c10001,m472,HAS
c10001,m473,HAS
c10001,m474,HAS
c10001,m475,HAS
c10002,m476,HAS
c10002,m477,HAS
c10002,m478,HAS
c10002,m479,HAS
c10002,m480,HAS
c10002,m481,HAS
c10002,m482,HAS
c10002,m483,HAS
c10002,m484,HAS
c10002,m485,HAS
c10002,m486,HAS
c10002,m487,HAS
c10002,m488,HAS
c10002,m489,HAS
c10002,m490,HAS
c10002,m491,HAS
c10002,m492,HAS
c10002,m493,HAS
c10002,m494,HAS
c10002,m495,HAS
c10002,m496,HAS
c10002,m497,HAS
c10002,m498,HAS
c10002,m499,HAS
c10002,m500,HAS
c10002,m501,HAS
c10002,m502,HAS
c10002,m503,HAS
c10002,m504,HAS
c10002,m505,HAS
c10002,m506,HAS
c10002,m507,HAS
c10002,m508,HAS
c10002,m509,HAS
c10002,m510,HAS
c10002,m511,HAS
c10002,m512,HAS
c10002,m513,HAS
c10002,m514,HAS
c10002,m515,HAS
c10002,m516,HAS
c10002,m517,HAS
c10002,m518,HAS
c10002,m519,HAS
c10002,m520,HAS
c10002,m521,HAS
c10002,m522,HAS
c10002,m523,HAS
c10002,m524,HAS
c10002,m525,HAS
c10002,m526,HAS
c10002,m527,HAS
c10002,m528,HAS
c10002,m529,HAS
c10002,m530,HAS
c10002,m531,HAS
c10002,m532,HAS
c10002,m533,HAS
c10002,m534,HAS
c10002,m535,HAS
c10002,m536,HAS
c10002,m537,HAS
c10002,m538,HAS
c10002,m539,HAS
c10002,m540,HAS
c10002,m541,HAS
c10002,m542,HAS
c10002,m543,HAS
c10002,m544,HAS
c10002,m545,HAS
c10002,m546,HAS
c10002,m547,HAS
c10002,m548,HAS
