:START_ID,:END_ID,:TYPE
m228,1304,BELONG_TO
m229,1304,BELONG_TO
m230,1304,BELONG_TO
m231,1304,BELONG_TO
m232,1304,BELONG_TO
m233,1304,BELONG_TO
m234,1304,BELONG_TO
m235,1304,BELONG_TO
m236,1304,BELONG_TO
m237,1304,BELONG_TO
m238,1304,BELONG_TO
m239,1304,BELONG_TO
m240,1304,BELONG_TO
m241,1304,BELONG_TO
m242,1304,BELONG_TO
m243,1304,BELONG_TO
m244,1304,BELONG_TO
m245,1304,BELONG_TO
m246,1304,BELONG_TO
m247,1304,BELONG_TO
m248,1304,BELONG_TO
m249,1304,BELONG_TO
m250,1304,BELONG_TO
m251,1304,BELONG_TO
m252,1304,BELONG_TO
m253,1304,BELONG_TO
m254,1304,BELONG_TO
m255,1304,BELONG_TO
m256,1304,BELONG_TO
m257,1304,BELONG_TO
m258,1304,BELONG_TO
m259,1304,BELONG_TO
m260,1304,BELONG_TO
m261,1304,BELONG_TO
m262,1304,BELONG_TO
m263,1304,BELONG_TO
m264,1304,BELONG_TO
m265,1304,BELONG_TO
m266,1304,BELONG_TO
m267,1304,BELONG_TO
m268,1304,BELONG_TO
m269,1304,BELONG_TO
m270,1304,BELONG_TO
m271,1304,BELONG_TO
m272,1304,BELONG_TO
m273,1304,BELONG_TO
m274,1304,BELONG_TO
m275,1304,BELONG_TO
m276,1304,BELONG_TO
m277,1304,BELONG_TO
m278,1304,BELONG_TO
m279,1304,BELONG_TO
m280,1304,BELONG_TO
m281,1304,BELONG_TO
m282,1304,BELONG_TO
m283,1304,BELONG_TO
m284,1304,BELONG_TO
m285,1304,BELONG_TO
m286,1304,BELONG_TO
m287,1304,BELONG_TO
m288,1304,BELONG_TO
m289,1304,BELONG_TO
m290,1304,BELONG_TO
m291,1304,BELONG_TO
m292,1304,BELONG_TO
m293,1304,BELONG_TO
m294,1304,BELONG_TO
m295,1304,BELONG_TO
m296,1304,BELONG_TO
m297,1304,BELONG_TO
m298,1304,BELONG_TO
m299,1304,BELONG_TO
m300,1304,BELONG_TO
m301,1304,BELONG_TO
m302,1304,BELONG_TO
m303,1304,BELONG_TO
m304,1304,BELONG_TO
m305,1304,BELONG_TO
m306,1304,BELONG_TO
m307,1304,BELONG_TO
m308,1304,BELONG_TO
m309,1304,BELONG_TO
m310,1304,BELONG_TO
m311,1304,BELONG_TO
m312,1304,BELONG_TO
m313,1304,BELONG_TO
m314,1304,BELONG_TO
m315,1304,BELONG_TO
m316,1304,BELONG_TO
m317,1304,BELONG_TO
m318,1304,BELONG_TO
m319,1304,BELONG_TO
m320,1304,BELONG_TO
m321,1304,BELONG_TO
m322,1304,BELONG_TO
m323,1304,BELONG_TO
m324,1304,BELONG_TO
m325,1304,BELONG_TO
m326,1304,BELONG_TO
m327,1304,BELONG_TO
m328,1304,BELONG_TO
m329,1304,BELONG_TO
m330,1304,BELONG_TO
m331,1304,BELONG_TO
m332,1304,BELONG_TO
m333,1304,BELONG_TO
m334,1304,BELONG_TO
m335,1304,BELONG_TO
m336,1304,BELONG_TO
m337,1304,BELONG_TO
m338,1304,BELONG_TO
m339,1304,BELONG_TO
m340,1304,BELONG_TO
m341,1304,BELONG_TO
m342,1304,BELONG_TO
m343,1304,BELONG_TO
m344,1304,BELONG_TO
m345,1304,BELONG_TO
m346,1304,BELONG_TO
m347,1304,BELONG_TO
m348,1304,BELONG_TO
m349,1304,BELONG_TO
m350,1304,BELONG_TO
m351,1304,BELONG_TO
m352,1304,BELONG_TO
m353,1304,BELONG_TO
m354,1304,BELONG_TO
m355,1304,BELONG_TO
m356,1304,BELONG_TO
m357,1304,BELONG_TO
m358,1304,BELONG_TO
